age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
53,State-gov,12,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
64,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,>50K
53,Private,10,Divorced,Adm-clerical,Unmarried,Other,Female,45,Mexico,<=50K
62,Private,7,Widowed,Handlers-cleaners,Not-in-family,Black,Female,40,United-States,<=50K
81,Private,4,Widowed,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K
51,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
52,Private,13,Divorced,Tech-support,Unmarried,White,Female,50,United-States,<=50K
61,Private,9,Widowed,Transport-moving,Unmarried,White,Female,40,Puerto-Rico,<=50K
63,?,9,Widowed,?,Not-in-family,White,Female,7,United-States,<=50K
63,Private,6,Separated,Other-service,Unmarried,Black,Female,40,United-States,<=50K
50,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
74,Local-gov,4,Widowed,Other-service,Not-in-family,White,Female,35,United-States,<=50K
58,?,6,Widowed,?,Unmarried,Black,Female,40,United-States,<=50K
64,Federal-gov,10,Widowed,Exec-managerial,Not-in-family,White,Female,25,United-States,<=50K
64,Private,4,Separated,Priv-house-serv,Not-in-family,Other,Female,35,Mexico,<=50K
57,Private,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,38,United-States,>50K
50,Private,9,Divorced,Priv-house-serv,Unmarried,Black,Female,12,United-States,<=50K
65,Federal-gov,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
52,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,United-States,>50K
62,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
54,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
62,Private,4,Widowed,Machine-op-inspct,Unmarried,White,Female,35,United-States,<=50K
58,Local-gov,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
53,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
64,Private,11,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
51,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
82,Self-emp-inc,4,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
59,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,10,United-States,<=50K
61,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
62,Private,6,Divorced,Sales,Not-in-family,White,Female,35,United-States,<=50K
61,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
69,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K
74,Private,11,Widowed,Priv-house-serv,Not-in-family,White,Female,40,United-States,<=50K
51,Private,9,Widowed,Sales,Not-in-family,White,Female,40,United-States,<=50K
66,Private,9,Widowed,Priv-house-serv,Unmarried,White,Female,25,United-States,<=50K
65,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,22,United-States,<=50K
55,?,9,Married-civ-spouse,?,Wife,White,Female,6,United-States,>50K
57,Local-gov,4,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
53,Self-emp-not-inc,9,Widowed,Farming-fishing,Unmarried,White,Female,55,United-States,<=50K
51,State-gov,9,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
62,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
65,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K
57,Private,3,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,37,United-States,<=50K
55,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,18,United-States,<=50K
69,Private,11,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
60,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,35,United-States,<=50K
65,Private,10,Divorced,Sales,Not-in-family,White,Female,20,United-States,<=50K
53,?,10,Married-civ-spouse,?,Wife,White,Female,5,United-States,<=50K
72,Private,9,Widowed,Priv-house-serv,Not-in-family,White,Female,25,United-States,<=50K
54,Federal-gov,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,<=50K
56,Private,7,Married-civ-spouse,Tech-support,Wife,Black,Female,40,United-States,<=50K
65,?,10,Widowed,?,Not-in-family,White,Female,14,United-States,<=50K
60,Private,9,Never-married,Adm-clerical,Not-in-family,Black,Female,38,United-States,<=50K
68,State-gov,14,Widowed,Prof-specialty,Not-in-family,White,Female,5,United-States,<=50K
56,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,21,China,<=50K
73,?,13,Widowed,?,Not-in-family,White,Female,15,United-States,<=50K
56,Federal-gov,11,Widowed,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
67,Local-gov,4,Widowed,Other-service,Not-in-family,White,Female,15,United-States,<=50K
54,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,38,United-States,>50K
54,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
51,Private,9,Widowed,Exec-managerial,Not-in-family,White,Female,40,Yugoslavia,<=50K
56,Private,9,Married-civ-spouse,Sales,Wife,Black,Female,36,United-States,<=50K
69,Private,11,Widowed,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K
55,Local-gov,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K
57,Private,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,?,<=50K
51,Local-gov,7,Never-married,Farming-fishing,Not-in-family,Black,Female,40,United-States,<=50K
53,Private,6,Separated,Other-service,Unmarried,Black,Female,40,United-States,<=50K
56,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K
58,Private,10,Widowed,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
53,State-gov,12,Married-civ-spouse,Prof-specialty,Wife,Black,Female,37,United-States,<=50K
68,?,9,Widowed,?,Not-in-family,White,Female,32,United-States,<=50K
65,Private,4,Widowed,Priv-house-serv,Not-in-family,Black,Female,31,United-States,<=50K
65,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,16,United-States,>50K
62,Private,6,Widowed,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K
60,Private,9,Separated,Adm-clerical,Unmarried,Black,Female,20,United-States,<=50K
55,Self-emp-not-inc,11,Married-civ-spouse,Sales,Wife,White,Female,30,United-States,<=50K
74,Private,4,Widowed,Other-service,Not-in-family,White,Female,40,United-States,<=50K
75,?,9,Widowed,?,Not-in-family,White,Female,20,United-States,<=50K
55,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
69,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
65,Private,9,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
60,Private,3,Widowed,Sales,Not-in-family,White,Female,40,Italy,<=50K
54,Private,9,Widowed,Sales,Not-in-family,White,Female,46,United-States,<=50K
65,Private,9,Widowed,Priv-house-serv,Not-in-family,White,Female,10,United-States,<=50K
60,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
52,Private,13,Never-married,Sales,Other-relative,White,Female,25,United-States,<=50K
52,?,13,Widowed,?,Not-in-family,White,Female,8,United-States,<=50K
69,Private,9,Widowed,Tech-support,Unmarried,White,Female,8,United-States,<=50K
57,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,44,United-States,<=50K
51,Private,9,Divorced,Handlers-cleaners,Unmarried,White,Female,20,United-States,<=50K
59,Private,9,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K
71,Local-gov,9,Divorced,Exec-managerial,Unmarried,White,Female,3,United-States,<=50K
57,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K
52,Private,14,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,>50K
61,Private,6,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K
67,State-gov,6,Widowed,Other-service,Not-in-family,White,Female,12,United-States,<=50K
59,Private,10,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
59,Private,9,Separated,Other-service,Not-in-family,White,Female,37,United-States,<=50K
55,Private,14,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
70,Self-emp-not-inc,9,Married-civ-spouse,Tech-support,Wife,White,Female,24,United-States,<=50K
57,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K
58,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
54,?,9,Divorced,?,Not-in-family,White,Female,60,Germany,<=50K
61,?,9,Widowed,?,Not-in-family,White,Female,12,United-States,<=50K
50,State-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,39,United-States,<=50K
65,?,9,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
51,Private,11,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,<=50K
52,Federal-gov,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
51,Self-emp-not-inc,12,Widowed,Prof-specialty,Unmarried,White,Female,50,United-States,<=50K
63,Private,11,Divorced,Exec-managerial,Not-in-family,White,Female,24,Puerto-Rico,<=50K
52,Private,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,>50K
57,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
50,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K
58,Local-gov,13,Separated,Prof-specialty,Unmarried,Black,Female,40,Jamaica,>50K
60,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,United-States,<=50K
57,Private,11,Divorced,Tech-support,Not-in-family,White,Female,44,United-States,<=50K
63,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,37,United-States,<=50K
55,Private,12,Divorced,Other-service,Not-in-family,White,Female,52,United-States,<=50K
62,Private,9,Divorced,Priv-house-serv,Not-in-family,Black,Female,20,United-States,<=50K
51,Private,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K
71,Private,11,Widowed,Prof-specialty,Unmarried,White,Female,38,United-States,>50K
67,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,21,United-States,<=50K
55,Self-emp-not-inc,14,Divorced,Exec-managerial,Not-in-family,White,Female,50,Hungary,<=50K
61,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
60,Private,9,Widowed,Sales,Not-in-family,White,Female,30,United-States,<=50K
53,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
63,Federal-gov,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
59,Private,13,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
61,State-gov,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
70,Private,6,Widowed,Transport-moving,Unmarried,White,Female,40,Greece,<=50K
53,Private,9,Married-civ-spouse,Craft-repair,Wife,White,Female,45,United-States,>50K
62,Self-emp-not-inc,16,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
76,?,4,Divorced,?,Not-in-family,White,Female,7,United-States,<=50K
65,Self-emp-not-inc,13,Divorced,Other-service,Not-in-family,White,Female,35,United-States,<=50K
65,Self-emp-not-inc,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
52,Private,11,Widowed,Other-service,Unmarried,White,Female,13,United-States,<=50K
65,Private,9,Widowed,Other-service,Not-in-family,White,Female,15,United-States,<=50K
58,?,9,Married-civ-spouse,?,Wife,White,Female,40,United-States,>50K
56,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
51,State-gov,9,Divorced,Exec-managerial,Unmarried,White,Female,38,United-States,<=50K
50,Self-emp-inc,9,Married-civ-spouse,Sales,Wife,White,Female,30,United-States,<=50K
51,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
59,?,10,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
61,Private,9,Widowed,Other-service,Unmarried,White,Female,40,United-States,<=50K
59,Local-gov,13,Never-married,Prof-specialty,Other-relative,Black,Female,35,United-States,<=50K
65,Local-gov,9,Widowed,Tech-support,Unmarried,White,Female,35,United-States,<=50K
56,Private,9,Separated,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K
70,Private,6,Widowed,Sales,Not-in-family,White,Female,40,United-States,<=50K
63,Private,13,Widowed,Other-service,Other-relative,Black,Female,20,United-States,<=50K
62,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,>50K
64,?,13,Divorced,?,Not-in-family,White,Female,8,United-States,<=50K
73,Private,9,Widowed,Other-service,Not-in-family,White,Female,20,United-States,<=50K
52,?,13,Divorced,?,Not-in-family,White,Female,40,United-States,<=50K
57,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
51,?,9,Separated,?,Unmarried,White,Female,38,United-States,<=50K
56,State-gov,9,Divorced,Adm-clerical,Own-child,White,Female,35,United-States,<=50K
57,Private,11,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,47,United-States,<=50K
62,Private,10,Divorced,Tech-support,Unmarried,White,Female,43,United-States,<=50K
50,Private,7,Never-married,Priv-house-serv,Unmarried,White,Female,40,United-States,<=50K
70,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,16,United-States,<=50K
58,Private,9,Widowed,Exec-managerial,Unmarried,White,Female,50,United-States,<=50K
58,Private,9,Never-married,Sales,Other-relative,Black,Female,40,United-States,<=50K
58,?,10,Separated,?,Other-relative,White,Female,99,United-States,<=50K
69,Private,6,Divorced,Other-service,Not-in-family,White,Female,16,United-States,<=50K
61,Federal-gov,14,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,>50K
56,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,24,United-States,>50K
57,Private,10,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Female,90,United-States,>50K
64,Private,10,Divorced,Tech-support,Unmarried,Black,Female,40,United-States,<=50K
54,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
50,Private,10,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
57,Local-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
60,Local-gov,6,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
54,Private,3,Divorced,Machine-op-inspct,Other-relative,White,Female,40,Nicaragua,<=50K
50,Private,11,Widowed,Exec-managerial,Unmarried,White,Female,55,?,<=50K
64,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,37,United-States,<=50K
50,Private,9,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
74,Private,10,Divorced,Sales,Not-in-family,White,Female,30,United-States,>50K
64,?,14,Married-civ-spouse,?,Wife,Black,Female,50,Jamaica,>50K
56,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,48,United-States,<=50K
59,Private,9,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,36,Poland,<=50K
61,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
63,Private,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,25,United-States,<=50K
66,Private,9,Never-married,Tech-support,Not-in-family,White,Female,15,United-States,<=50K
72,Private,10,Widowed,Other-service,Not-in-family,White,Female,35,United-States,<=50K
60,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,45,United-States,<=50K
56,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
55,Private,10,Divorced,Sales,Not-in-family,White,Female,50,United-States,<=50K
64,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,38,United-States,<=50K
54,Local-gov,9,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
55,Private,7,Married-spouse-absent,Other-service,Unmarried,Black,Female,40,Jamaica,<=50K
57,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,United-States,>50K
74,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,28,United-States,<=50K
52,Private,6,Widowed,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K
50,Local-gov,14,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,50,United-States,>50K
72,Private,9,Widowed,Other-service,Unmarried,White,Female,25,United-States,<=50K
81,Private,8,Widowed,Sales,Not-in-family,White,Female,30,United-States,<=50K
50,Private,9,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
61,Private,9,Divorced,Machine-op-inspct,Own-child,White,Female,40,United-States,<=50K
63,Local-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
62,Private,8,Widowed,Adm-clerical,Unmarried,White,Female,37,Mexico,<=50K
61,Private,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,44,Canada,<=50K
54,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
56,Private,9,Divorced,Transport-moving,Unmarried,White,Female,35,United-States,<=50K
64,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
55,Private,9,Married-civ-spouse,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
62,Private,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
51,Private,10,Divorced,Sales,Not-in-family,White,Female,38,United-States,>50K
63,Private,9,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
53,Private,10,Married-spouse-absent,Sales,Not-in-family,White,Female,40,United-States,<=50K
75,?,9,Widowed,?,Not-in-family,White,Female,9,United-States,<=50K
62,Private,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K
63,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
64,Self-emp-inc,10,Widowed,Exec-managerial,Unmarried,White,Female,70,United-States,<=50K
50,Private,10,Separated,Sales,Unmarried,White,Female,40,United-States,<=50K
68,Private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,28,United-States,<=50K
59,?,9,Divorced,?,Unmarried,White,Female,35,United-States,<=50K
54,Local-gov,10,Divorced,Exec-managerial,Other-relative,Black,Female,40,United-States,<=50K
50,?,11,Never-married,?,Unmarried,Black,Female,16,United-States,<=50K
63,Private,9,Never-married,Other-service,Not-in-family,Black,Female,50,United-States,<=50K
60,Federal-gov,5,Divorced,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
61,Self-emp-not-inc,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K
66,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
52,Private,9,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K
53,Private,13,Widowed,Prof-specialty,Not-in-family,White,Female,28,United-States,<=50K
76,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,8,United-States,<=50K
52,Private,10,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
60,Self-emp-not-inc,10,Married-civ-spouse,Other-service,Wife,Black,Female,50,United-States,<=50K
56,Private,9,Widowed,Sales,Not-in-family,White,Female,44,United-States,<=50K
61,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
58,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
63,Local-gov,9,Divorced,Other-service,Unmarried,Black,Female,55,United-States,<=50K
65,Private,14,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,United-States,>50K
64,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
55,Private,10,Divorced,Other-service,Unmarried,White,Female,10,United-States,<=50K
56,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,>50K
74,Self-emp-inc,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,6,United-States,>50K
53,Federal-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
51,Private,9,Divorced,Other-service,Not-in-family,White,Female,32,United-States,<=50K
51,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
52,?,12,Married-civ-spouse,?,Wife,White,Female,20,United-States,>50K
71,Private,9,Widowed,Priv-house-serv,Unmarried,White,Female,20,United-States,<=50K
76,Private,10,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Female,37,United-States,<=50K
51,Private,9,Divorced,Other-service,Unmarried,White,Female,15,United-States,<=50K
57,Private,9,Separated,Sales,Unmarried,White,Female,40,United-States,<=50K
64,Private,5,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,<=50K
61,Private,13,Widowed,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,40,?,<=50K
57,Private,9,Married-civ-spouse,Other-service,Wife,Black,Female,50,United-States,<=50K
77,Self-emp-not-inc,13,Widowed,Prof-specialty,Not-in-family,White,Female,20,United-States,<=50K
51,Private,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
62,Private,2,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,30,United-States,<=50K
57,Private,13,Separated,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
84,?,10,Widowed,?,Not-in-family,White,Female,6,United-States,<=50K
56,State-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
58,State-gov,13,Widowed,Tech-support,Unmarried,White,Female,40,United-States,>50K
64,Local-gov,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,<=50K
55,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
57,Private,11,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
55,Private,10,Divorced,Tech-support,Unmarried,Black,Female,56,United-States,<=50K
51,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
51,Private,10,Divorced,Sales,Unmarried,Black,Female,50,United-States,<=50K
63,Private,6,Widowed,Machine-op-inspct,Not-in-family,White,Female,20,United-States,<=50K
50,Private,9,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K
55,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
57,Private,4,Widowed,Other-service,Unmarried,Black,Female,29,United-States,<=50K
59,Local-gov,14,Separated,Prof-specialty,Own-child,Black,Female,35,United-States,<=50K
55,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
67,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
58,?,10,Married-civ-spouse,?,Wife,White,Female,40,United-States,<=50K
56,?,13,Never-married,?,Unmarried,White,Female,20,United-States,<=50K
