age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
53,Federal-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,>50K
52,Private,6,Married-civ-spouse,Other-service,Wife,White,Female,35,United-States,<=50K
65,Private,6,Divorced,Handlers-cleaners,Not-in-family,White,Female,28,United-States,<=50K
56,Private,4,Widowed,Machine-op-inspct,Unmarried,Other,Female,40,Dominican-Republic,<=50K
53,Private,10,Widowed,Sales,Not-in-family,White,Female,40,United-States,<=50K
60,?,11,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
57,Local-gov,10,Widowed,Adm-clerical,Unmarried,White,Female,40,Mexico,<=50K
90,?,9,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
55,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,>50K
55,Private,9,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K
50,Private,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,55,United-States,<=50K
74,Private,13,Widowed,Other-service,Not-in-family,White,Female,8,United-States,<=50K
53,Private,10,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
73,State-gov,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
68,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
66,Self-emp-not-inc,10,Never-married,Sales,Not-in-family,White,Female,20,United-States,<=50K
71,?,4,Widowed,?,Other-relative,White,Female,16,Poland,<=50K
75,?,6,Widowed,?,Other-relative,Asian-Pac-Islander,Female,1,China,<=50K
58,Private,10,Married-civ-spouse,Sales,Wife,White,Female,36,United-States,<=50K
58,Private,4,Widowed,Farming-fishing,Other-relative,White,Female,45,Guatemala,<=50K
55,Private,9,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
59,Private,7,Married-civ-spouse,Other-service,Wife,White,Female,28,United-States,<=50K
54,Private,9,Widowed,Other-service,Unmarried,White,Female,32,United-States,<=50K
59,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,14,Cuba,>50K
51,State-gov,11,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
50,Private,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,44,United-States,<=50K
64,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,United-States,<=50K
55,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
62,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,>50K
50,Local-gov,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
55,Self-emp-inc,14,Widowed,Sales,Not-in-family,White,Female,40,United-States,<=50K
55,Self-emp-not-inc,10,Married-civ-spouse,Sales,Wife,White,Female,50,United-States,<=50K
84,Local-gov,9,Widowed,Exec-managerial,Not-in-family,White,Female,33,United-States,<=50K
70,Self-emp-not-inc,9,Widowed,Other-service,Other-relative,White,Female,20,United-States,<=50K
61,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Wife,Black,Female,17,United-States,<=50K
52,Local-gov,10,Divorced,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K
50,Private,9,Separated,Other-service,Unmarried,White,Female,35,United-States,<=50K
56,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,>50K
73,State-gov,4,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K
62,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,42,United-States,<=50K
53,Local-gov,14,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,>50K
53,Private,9,Separated,Sales,Not-in-family,White,Female,33,United-States,<=50K
58,Local-gov,3,Divorced,Other-service,Other-relative,Black,Female,40,Haiti,<=50K
63,State-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
53,Private,11,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
52,?,15,Married-spouse-absent,?,Unmarried,Asian-Pac-Islander,Female,40,Vietnam,<=50K
51,Private,4,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K
62,Self-emp-not-inc,4,Widowed,Other-service,Not-in-family,White,Female,66,United-States,<=50K
64,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,<=50K
60,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,<=50K
62,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,38,United-States,>50K
69,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,24,United-States,<=50K
78,Private,4,Never-married,Machine-op-inspct,Not-in-family,White,Female,35,Dominican-Republic,<=50K
51,Private,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,35,Jamaica,<=50K
66,Private,9,Widowed,Priv-house-serv,Not-in-family,White,Female,50,England,<=50K
67,Private,11,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
63,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
51,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
55,Private,2,Divorced,Priv-house-serv,Unmarried,White,Female,30,Cuba,<=50K
59,Private,6,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,40,Philippines,<=50K
56,State-gov,13,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
63,?,9,Widowed,?,Not-in-family,Black,Female,11,United-States,<=50K
55,Self-emp-inc,9,Divorced,Sales,Unmarried,White,Female,50,United-States,>50K
58,Private,13,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,>50K
52,Private,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,64,United-States,<=50K
53,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K
65,Private,10,Widowed,Other-service,Unmarried,White,Female,24,United-States,<=50K
53,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,43,United-States,<=50K
67,Self-emp-not-inc,9,Widowed,Other-service,Not-in-family,White,Female,20,United-States,<=50K
51,Private,9,Widowed,Other-service,Not-in-family,White,Female,24,United-States,<=50K
61,Private,9,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
64,Private,9,Widowed,Priv-house-serv,Not-in-family,White,Female,15,United-States,<=50K
53,Private,9,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,40,United-States,<=50K
70,?,5,Widowed,?,Unmarried,White,Female,25,United-States,<=50K
74,?,12,Widowed,?,Not-in-family,White,Female,20,United-States,<=50K
61,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,24,United-States,<=50K
50,Private,9,Widowed,Sales,Not-in-family,White,Female,72,United-States,>50K
50,Private,13,Never-married,Sales,Unmarried,White,Female,32,United-States,<=50K
50,Private,9,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K
51,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
50,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
58,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
52,Local-gov,9,Married-civ-spouse,Other-service,Wife,Black,Female,20,United-States,<=50K
50,Self-emp-not-inc,16,Divorced,Prof-specialty,Not-in-family,White,Female,60,United-States,>50K
55,Private,13,Married-spouse-absent,Craft-repair,Unmarried,White,Female,55,Ireland,<=50K
59,Private,9,Never-married,Exec-managerial,Unmarried,White,Female,38,United-States,<=50K
50,State-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
52,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K
69,Private,12,Divorced,Adm-clerical,Not-in-family,White,Female,6,Germany,<=50K
50,Private,14,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
62,Private,9,Never-married,Other-service,Other-relative,Black,Female,38,United-States,<=50K
50,Private,10,Divorced,Other-service,Not-in-family,White,Female,15,United-States,<=50K
65,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,36,United-States,<=50K
60,State-gov,13,Divorced,Exec-managerial,Not-in-family,White,Female,35,United-States,<=50K
56,Private,4,Never-married,Farming-fishing,Unmarried,Black,Female,20,United-States,<=50K
51,Private,13,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
64,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,12,United-States,<=50K
50,State-gov,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
60,Private,9,Widowed,Sales,Not-in-family,White,Female,50,United-States,<=50K
54,Private,9,Widowed,Sales,Unmarried,White,Female,40,United-States,<=50K
66,Private,9,Widowed,Sales,Other-relative,White,Female,35,United-States,<=50K
77,Private,10,Widowed,Priv-house-serv,Not-in-family,White,Female,20,United-States,<=50K
70,Private,13,Widowed,Prof-specialty,Unmarried,White,Female,20,Puerto-Rico,<=50K
66,Private,5,Separated,Other-service,Not-in-family,Black,Female,30,United-States,<=50K
51,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
57,?,6,Married-civ-spouse,?,Wife,White,Female,40,United-States,<=50K
64,?,7,Widowed,?,Not-in-family,White,Female,35,United-States,<=50K
54,Federal-gov,13,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
70,?,9,Widowed,?,Unmarried,White,Female,4,United-States,<=50K
61,Private,9,Divorced,Farming-fishing,Not-in-family,White,Female,82,United-States,<=50K
63,Private,9,Married-civ-spouse,Sales,Wife,White,Female,35,United-States,<=50K
53,Private,9,Never-married,Craft-repair,Not-in-family,Other,Female,40,?,<=50K
55,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
76,Private,9,Widowed,Other-service,Unmarried,White,Female,33,United-States,<=50K
54,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
57,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
53,Private,10,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
71,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
64,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
68,Local-gov,6,Separated,Other-service,Not-in-family,Black,Female,90,United-States,<=50K
52,Private,13,Widowed,Other-service,Not-in-family,White,Female,20,United-States,>50K
50,Private,10,Divorced,Craft-repair,Not-in-family,Black,Female,45,United-States,<=50K
66,Federal-gov,11,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K
62,Private,7,Separated,Other-service,Not-in-family,Black,Female,21,United-States,<=50K
55,Private,9,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
51,Private,9,Never-married,Other-service,Not-in-family,Black,Female,38,United-States,<=50K
73,Private,10,Widowed,Priv-house-serv,Unmarried,White,Female,10,United-States,<=50K
50,Private,13,Divorced,Prof-specialty,Unmarried,White,Female,45,United-States,<=50K
57,Private,10,Never-married,Craft-repair,Not-in-family,Black,Female,40,United-States,<=50K
52,Private,9,Separated,Priv-house-serv,Not-in-family,White,Female,50,United-States,<=50K
65,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,?,<=50K
50,Private,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,40,China,<=50K
64,?,9,Married-civ-spouse,?,Wife,White,Female,20,United-States,<=50K
51,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,24,United-States,>50K
54,Federal-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
62,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,20,Germany,<=50K
59,Self-emp-not-inc,10,Widowed,Farming-fishing,Not-in-family,White,Female,40,United-States,<=50K
55,Local-gov,15,Divorced,Prof-specialty,Not-in-family,White,Female,39,United-States,<=50K
50,Private,13,Divorced,Adm-clerical,Not-in-family,White,Female,8,United-States,<=50K
65,?,10,Widowed,?,Not-in-family,Asian-Pac-Islander,Female,6,United-States,<=50K
60,Private,9,Divorced,Other-service,Unmarried,White,Female,38,United-States,<=50K
58,State-gov,10,Widowed,Prof-specialty,Not-in-family,White,Female,20,United-States,<=50K
52,Private,10,Married-civ-spouse,Sales,Wife,White,Female,52,Canada,>50K
73,?,9,Widowed,?,Not-in-family,White,Female,15,United-States,<=50K
58,State-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,16,United-States,<=50K
51,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
63,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,72,United-States,<=50K
58,?,10,Married-civ-spouse,?,Wife,White,Female,36,United-States,<=50K
59,Local-gov,9,Widowed,Other-service,Not-in-family,White,Female,19,United-States,<=50K
59,Private,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,38,Jamaica,<=50K
67,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,35,United-States,<=50K
62,Federal-gov,9,Widowed,Exec-managerial,Not-in-family,White,Female,36,United-States,<=50K
54,State-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
76,Private,4,Widowed,Other-service,Not-in-family,White,Female,25,United-States,<=50K
74,Private,6,Widowed,Other-service,Not-in-family,Black,Female,6,United-States,<=50K
90,Private,9,Never-married,Other-service,Own-child,White,Female,24,United-States,<=50K
52,Private,9,Widowed,Priv-house-serv,Other-relative,White,Female,40,United-States,<=50K
63,Private,9,Widowed,Other-service,Not-in-family,White,Female,34,United-States,<=50K
56,Private,10,Widowed,Exec-managerial,Not-in-family,Black,Female,32,United-States,<=50K
50,Private,9,Divorced,Sales,Unmarried,White,Female,45,United-States,<=50K
59,Private,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,16,United-States,>50K
52,Private,13,Married-spouse-absent,Other-service,Other-relative,Black,Female,40,Haiti,<=50K
68,Private,6,Widowed,Other-service,Unmarried,Black,Female,20,United-States,<=50K
71,Private,5,Divorced,Priv-house-serv,Not-in-family,Black,Female,6,United-States,<=50K
57,Private,9,Divorced,Sales,Not-in-family,White,Female,26,United-States,<=50K
64,Private,7,Widowed,Farming-fishing,Unmarried,White,Female,40,United-States,<=50K
56,Private,9,Married-civ-spouse,Sales,Wife,White,Female,50,United-States,<=50K
67,?,9,Widowed,?,Not-in-family,White,Female,10,Germany,<=50K
55,Private,7,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
67,Self-emp-inc,9,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
76,?,3,Widowed,?,Unmarried,White,Female,40,United-States,<=50K
61,State-gov,6,Never-married,Other-service,Not-in-family,Black,Female,38,United-States,<=50K
50,Private,7,Never-married,Machine-op-inspct,Other-relative,White,Female,40,United-States,<=50K
78,?,9,Widowed,?,Not-in-family,White,Female,20,United-States,<=50K
54,?,9,Widowed,?,Own-child,White,Female,40,United-States,<=50K
62,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
68,Private,9,Widowed,Other-service,Unmarried,White,Female,7,England,<=50K
67,Self-emp-not-inc,2,Widowed,Other-service,Not-in-family,Black,Female,20,United-States,<=50K
54,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
52,Private,12,Separated,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
50,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,Canada,>50K
58,Self-emp-inc,10,Widowed,Sales,Not-in-family,White,Female,20,United-States,>50K
54,State-gov,9,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
60,Private,7,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,30,Hong,<=50K
55,Private,3,Widowed,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K
76,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,8,United-States,<=50K
51,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
50,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Wife,White,Female,12,?,<=50K
51,Private,10,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,Ireland,<=50K
67,Private,10,Divorced,Other-service,Unmarried,Black,Female,41,United-States,<=50K
54,Private,13,Divorced,Sales,Not-in-family,White,Female,38,United-States,<=50K
53,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,<=50K
55,State-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
61,Private,9,Divorced,Adm-clerical,Other-relative,Black,Female,35,United-States,<=50K
66,Private,9,Widowed,Sales,Not-in-family,White,Female,40,United-States,>50K
54,Local-gov,10,Never-married,Prof-specialty,Not-in-family,White,Female,40,Mexico,<=50K
60,Self-emp-not-inc,9,Married-civ-spouse,Sales,Wife,White,Female,25,United-States,<=50K
72,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
69,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,12,United-States,<=50K
53,Private,9,Separated,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K
55,Local-gov,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,40,United-States,>50K
52,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,>50K
60,Private,9,Divorced,Other-service,Unmarried,Black,Female,38,United-States,<=50K
57,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,United-States,<=50K
50,?,4,Separated,?,Own-child,White,Female,20,United-States,<=50K
57,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,36,United-States,<=50K
58,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
50,Local-gov,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,50,United-States,>50K
57,Private,12,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
55,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,United-States,<=50K
76,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
53,Private,3,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,10,Haiti,<=50K
55,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
72,Private,7,Divorced,Other-service,Not-in-family,Black,Female,35,United-States,<=50K
68,Private,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,10,United-States,<=50K
52,Private,4,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K
68,Private,15,Widowed,Prof-specialty,Unmarried,White,Female,16,United-States,<=50K
57,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K
63,Private,9,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
60,Private,6,Divorced,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
52,Private,5,Widowed,Other-service,Not-in-family,White,Female,25,Puerto-Rico,<=50K
64,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
70,Private,4,Widowed,Other-service,Unmarried,Black,Female,38,United-States,<=50K
50,Private,10,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
55,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
55,?,9,Married-civ-spouse,?,Wife,White,Female,40,United-States,<=50K
56,Private,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,45,United-States,<=50K
65,Private,10,Widowed,Prof-specialty,Not-in-family,White,Female,20,Hungary,<=50K
50,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,White,Female,35,United-States,>50K
56,Private,9,Married-civ-spouse,Sales,Wife,White,Female,35,United-States,<=50K
65,?,9,Widowed,?,Unmarried,White,Female,10,United-States,<=50K
74,State-gov,16,Never-married,Prof-specialty,Other-relative,White,Female,20,United-States,>50K
56,Private,6,Widowed,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K
52,Private,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,>50K
70,Self-emp-inc,13,Divorced,Exec-managerial,Unmarried,White,Female,55,United-States,<=50K
55,Private,7,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K
51,Local-gov,11,Divorced,Adm-clerical,Unmarried,White,Female,50,United-States,<=50K
65,Private,9,Widowed,Sales,Unmarried,White,Female,40,United-States,<=50K
58,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
62,Self-emp-not-inc,9,Married-civ-spouse,Sales,Wife,White,Female,48,United-States,<=50K
58,Private,11,Divorced,Adm-clerical,Not-in-family,White,Female,60,United-States,<=50K
60,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
55,Private,9,Widowed,Sales,Unmarried,White,Female,40,United-States,<=50K
52,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,38,United-States,<=50K
51,Private,13,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
52,Private,9,Widowed,Craft-repair,Own-child,White,Female,40,United-States,<=50K
58,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,39,United-States,<=50K
57,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K
60,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
59,Private,14,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,35,Philippines,<=50K
56,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
56,Self-emp-not-inc,9,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,>50K
69,?,9,Widowed,?,Not-in-family,White,Female,20,United-States,<=50K
