age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
50.00,Self-emp-inc,13,Divorced,Exec-managerial,Not-in-family,White,Female,37.00,United-States,<=50K
60.00,Private,9,Widowed,Tech-support,Not-in-family,White,Female,40.00,United-States,<=50K
68.00,Private,11,Never-married,Other-service,Other-relative,White,Female,26.00,United-States,<=50K
69.00,?,2,Widowed,?,Not-in-family,White,Female,20.00,United-States,<=50K
76.00,Private,6,Widowed,Priv-house-serv,Not-in-family,White,Female,71.00,United-States,<=50K
78.00,?,9,Widowed,?,Not-in-family,White,Female,12.00,United-States,<=50K
50.00,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,73.00,Dominican-Republic,>50K
51.00,Self-emp-not-inc,10,Married-spouse-absent,Sales,Not-in-family,White,Female,61.00,United-States,<=50K
70.00,Private,10,Never-married,Other-service,Not-in-family,White,Female,24.00,United-States,<=50K
53.00,Private,11,Widowed,Other-service,Unmarried,White,Female,23.00,Peru,<=50K
60.00,Private,6,Separated,Priv-house-serv,Not-in-family,White,Female,31.00,United-States,<=50K
67.00,Local-gov,9,Widowed,Adm-clerical,Other-relative,White,Female,39.00,United-States,<=50K
57.00,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,46.00,United-States,<=50K
50.00,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,37.00,United-States,<=50K
59.00,Self-emp-not-inc,6,Divorced,Other-service,Unmarried,White,Female,45.00,United-States,<=50K
59.00,Local-gov,9,Separated,Protective-serv,Unmarried,White,Female,40.00,United-States,<=50K
57.00,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,38.00,United-States,<=50K
51.00,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,38.00,United-States,<=50K
51.00,Private,7,Widowed,Other-service,Not-in-family,White,Female,48.00,United-States,<=50K
52.00,Self-emp-not-inc,13,Married-civ-spouse,Tech-support,Wife,White,Female,48.00,United-States,<=50K
50.00,Private,10,Divorced,Sales,Unmarried,White,Female,59.00,United-States,<=50K
52.00,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,34.00,England,<=50K
52.00,Private,10,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,48.00,Philippines,<=50K
50.00,Private,16,Widowed,Prof-specialty,Not-in-family,White,Female,39.00,United-States,<=50K
62.00,Private,13,Widowed,Adm-clerical,Not-in-family,White,Female,40.00,United-States,<=50K
74.00,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,10.00,United-States,<=50K
54.00,State-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,38.00,United-States,<=50K
72.00,Self-emp-inc,9,Widowed,Adm-clerical,Not-in-family,White,Female,21.00,United-States,<=50K
58.00,Private,6,Separated,Priv-house-serv,Unmarried,Black,Female,32.00,United-States,<=50K
59.00,Self-emp-inc,9,Divorced,Exec-managerial,Unmarried,White,Female,21.00,United-States,<=50K
50.00,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,38.00,United-States,<=50K
69.00,Private,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,40.00,United-States,<=50K
62.00,?,13,Married-civ-spouse,?,Wife,White,Female,4.00,El-Salvador,<=50K
57.00,?,11,Never-married,?,Not-in-family,White,Female,50.00,United-States,<=50K
75.00,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,39.00,United-States,<=50K
50.00,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,39.00,United-States,<=50K
55.00,Private,7,Married-civ-spouse,Priv-house-serv,Wife,White,Female,30.00,United-States,<=50K
52.00,Private,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,38.00,United-States,<=50K
50.00,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40.00,United-States,<=50K
56.00,Private,11,Divorced,Adm-clerical,Not-in-family,White,Female,37.00,United-States,<=50K
58.00,Private,6,Married-spouse-absent,Other-service,Unmarried,White,Female,25.00,United-States,<=50K
59.00,Private,6,Divorced,Other-service,Not-in-family,White,Female,64.00,United-States,<=50K
61.00,Private,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,39.00,United-States,<=50K
66.00,Local-gov,9,Widowed,Adm-clerical,Unmarried,White,Female,39.00,United-States,<=50K
56.00,Local-gov,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,30.00,United-States,>50K
50.00,?,7,Married-civ-spouse,?,Wife,White,Female,39.00,United-States,>50K
67.00,Private,11,Widowed,Prof-specialty,Unmarried,Black,Female,22.00,United-States,<=50K
62.00,Self-emp-not-inc,4,Widowed,Other-service,Other-relative,White,Female,39.00,United-States,<=50K
56.00,Private,14,Divorced,Prof-specialty,Not-in-family,Black,Female,40.00,United-States,>50K
73.00,Private,11,Widowed,Adm-clerical,Unmarried,White,Female,39.00,United-States,<=50K
56.00,Private,9,Married-civ-spouse,Sales,Wife,Black,Female,59.00,United-States,>50K
61.00,Private,4,Widowed,Other-service,Not-in-family,White,Female,40.00,United-States,<=50K
65.00,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,38.00,Puerto-Rico,<=50K
53.00,?,13,Widowed,?,Unmarried,White,Female,51.00,United-States,<=50K
55.00,Self-emp-not-inc,15,Never-married,Prof-specialty,Unmarried,White,Female,48.00,United-States,>50K
62.00,Self-emp-not-inc,14,Widowed,Prof-specialty,Not-in-family,Black,Female,38.00,United-States,<=50K
55.00,Private,9,Never-married,Other-service,Not-in-family,White,Female,36.00,United-States,<=50K
69.00,Private,9,Widowed,Sales,Unmarried,White,Female,38.00,United-States,<=50K
67.00,Private,9,Widowed,Sales,Not-in-family,White,Female,39.00,United-States,<=50K
51.00,Private,10,Divorced,Priv-house-serv,Not-in-family,White,Female,39.00,United-States,<=50K
53.00,Private,9,Divorced,Sales,Unmarried,White,Female,38.00,United-States,<=50K
63.00,Private,9,Widowed,Other-service,Not-in-family,White,Female,38.00,United-States,<=50K
74.00,Self-emp-inc,5,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,50.00,United-States,>50K
63.00,Private,11,Divorced,Other-service,Not-in-family,White,Female,21.00,United-States,<=50K
71.00,Private,10,Divorced,Other-service,Own-child,White,Female,26.00,United-States,<=50K
54.00,Private,13,Divorced,Sales,Unmarried,Black,Female,36.00,United-States,<=50K
53.00,Private,11,Divorced,Other-service,Unmarried,White,Female,37.00,Peru,<=50K
51.00,Private,9,Never-married,Exec-managerial,Not-in-family,Black,Female,39.00,United-States,<=50K
56.00,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,39.00,United-States,<=50K
55.00,?,4,Widowed,?,Not-in-family,Asian-Pac-Islander,Female,39.00,United-States,<=50K
58.00,?,9,Divorced,?,Not-in-family,White,Female,31.00,United-States,<=50K
70.00,?,10,Divorced,?,Not-in-family,White,Female,40.00,United-States,<=50K
55.00,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40.00,United-States,<=50K
65.00,Private,13,Divorced,Sales,Not-in-family,White,Female,6.00,United-States,<=50K
53.00,Private,9,Widowed,Other-service,Unmarried,White,Female,21.00,United-States,<=50K
54.00,Private,10,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,32.00,Philippines,<=50K
65.00,Private,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,25.00,United-States,<=50K
51.00,Private,10,Divorced,Sales,Unmarried,White,Female,38.00,United-States,<=50K
57.00,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,39.00,United-States,<=50K
51.00,Private,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,40.00,United-States,>50K
65.00,Private,4,Widowed,Other-service,Not-in-family,White,Female,34.00,United-States,<=50K
53.00,Private,12,Divorced,Prof-specialty,Not-in-family,White,Female,40.00,United-States,<=50K
70.00,Private,13,Divorced,Tech-support,Not-in-family,White,Female,18.00,United-States,<=50K
50.00,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40.00,United-States,<=50K
57.00,Private,9,Divorced,Craft-repair,Unmarried,White,Female,40.00,United-States,<=50K
56.00,State-gov,4,Separated,Other-service,Unmarried,White,Female,36.00,United-States,<=50K
83.00,Private,10,Divorced,Prof-specialty,Unmarried,White,Female,21.00,United-States,<=50K
57.00,State-gov,13,Divorced,Exec-managerial,Not-in-family,White,Female,9.00,United-States,<=50K
64.00,Private,9,Widowed,Other-service,Not-in-family,White,Female,32.00,United-States,<=50K
51.00,Private,10,Never-married,Sales,Not-in-family,White,Female,41.00,United-States,<=50K
59.00,?,9,Widowed,?,Not-in-family,White,Female,39.00,United-States,<=50K
57.00,Private,3,Divorced,Machine-op-inspct,Unmarried,White,Female,37.00,United-States,<=50K
61.00,Private,4,Widowed,Adm-clerical,Not-in-family,White,Female,39.00,Guatemala,<=50K
53.00,Private,7,Divorced,Other-service,Own-child,White,Female,34.00,United-States,<=50K
59.00,Private,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,36.00,United-States,<=50K
58.00,Private,6,Widowed,Other-service,Not-in-family,White,Female,32.00,United-States,<=50K
71.00,Private,9,Divorced,Protective-serv,Not-in-family,White,Female,30.00,United-States,<=50K
69.00,Private,9,Never-married,Sales,Not-in-family,White,Female,37.00,United-States,<=50K
62.00,Private,2,Widowed,Other-service,Not-in-family,White,Female,40.00,United-States,<=50K
51.00,Private,13,Married-spouse-absent,Sales,Not-in-family,Other,Female,61.00,Puerto-Rico,<=50K
53.00,Private,11,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40.00,India,<=50K
55.00,Private,11,Divorced,Tech-support,Unmarried,Black,Female,9.00,United-States,<=50K
56.00,Private,9,Divorced,Sales,Unmarried,White,Female,38.00,United-States,<=50K
66.00,Private,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,40.00,United-States,<=50K
65.00,State-gov,16,Never-married,Prof-specialty,Not-in-family,White,Female,6.00,United-States,>50K
71.00,Local-gov,14,Widowed,Prof-specialty,Unmarried,White,Female,39.00,United-States,<=50K
71.00,Local-gov,13,Widowed,Prof-specialty,Not-in-family,White,Female,5.00,United-States,<=50K
56.00,Self-emp-not-inc,15,Separated,Prof-specialty,Not-in-family,White,Female,51.00,United-States,<=50K
62.00,Private,9,Widowed,Other-service,Unmarried,White,Female,38.00,Germany,>50K
60.00,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40.00,United-States,<=50K
50.00,Private,7,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Female,49.00,Philippines,<=50K
60.00,Private,7,Widowed,Adm-clerical,Not-in-family,White,Female,34.00,United-States,<=50K
85.00,Private,9,Widowed,Priv-house-serv,Not-in-family,White,Female,39.00,England,<=50K
52.00,Self-emp-not-inc,11,Divorced,Prof-specialty,Not-in-family,White,Female,49.00,Mexico,<=50K
53.00,Private,9,Never-married,Sales,Own-child,White,Female,37.00,United-States,<=50K
76.00,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,10.00,United-States,<=50K
63.00,Local-gov,10,Divorced,Exec-managerial,Not-in-family,White,Female,35.00,United-States,<=50K
65.00,Local-gov,6,Widowed,Other-service,Not-in-family,White,Female,25.00,United-States,>50K
57.00,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,47.00,United-States,<=50K
68.00,Private,9,Married-civ-spouse,Sales,Wife,White,Female,38.00,United-States,<=50K
69.00,Local-gov,10,Widowed,Adm-clerical,Not-in-family,White,Female,40.00,United-States,<=50K
50.00,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,39.00,United-States,>50K
54.00,Private,13,Married-civ-spouse,Sales,Wife,White,Female,34.00,Canada,>50K
69.00,?,9,Divorced,?,Not-in-family,White,Female,4.00,United-States,<=50K
68.00,?,9,Divorced,?,Other-relative,White,Female,2.00,United-States,<=50K
66.00,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,25.00,United-States,<=50K
57.00,?,10,Never-married,?,Not-in-family,White,Female,37.00,United-States,>50K
60.00,Self-emp-inc,9,Divorced,Exec-managerial,Not-in-family,White,Female,38.00,United-States,<=50K
59.00,Local-gov,9,Widowed,Other-service,Not-in-family,White,Female,64.00,United-States,<=50K
54.00,Private,11,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,37.00,China,<=50K
64.00,Private,6,Separated,Other-service,Not-in-family,White,Female,30.00,United-States,<=50K
82.00,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,21.00,United-States,<=50K
51.00,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,38.00,United-States,<=50K
64.00,Private,13,Divorced,Sales,Not-in-family,White,Female,7.00,United-States,>50K
57.00,Private,9,Separated,Other-service,Not-in-family,White,Female,40.00,United-States,<=50K
57.00,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,38.00,United-States,<=50K
62.00,Private,3,Divorced,Machine-op-inspct,Not-in-family,White,Female,38.00,United-States,<=50K
80.00,?,14,Widowed,?,Not-in-family,Black,Female,30.00,United-States,<=50K
52.00,State-gov,10,Never-married,Protective-serv,Unmarried,White,Female,40.00,United-States,<=50K
59.00,Private,9,Divorced,Sales,Not-in-family,Black,Female,40.00,United-States,<=50K
69.00,Local-gov,10,Divorced,Adm-clerical,Other-relative,White,Female,38.00,United-States,<=50K
51.00,Private,12,Divorced,Exec-managerial,Not-in-family,White,Female,49.00,United-States,<=50K
52.00,Private,5,Widowed,Other-service,Not-in-family,White,Female,25.00,United-States,<=50K
67.00,?,9,Married-civ-spouse,?,Wife,White,Female,20.00,United-States,<=50K
50.00,Private,9,Separated,Other-service,Unmarried,Black,Female,38.00,United-States,<=50K
62.00,?,13,Married-civ-spouse,?,Wife,White,Female,40.00,United-States,<=50K
63.00,Local-gov,13,Separated,Prof-specialty,Not-in-family,White,Female,49.00,United-States,>50K
57.00,Private,6,Divorced,Adm-clerical,Other-relative,White,Female,40.00,United-States,<=50K
64.00,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,38.00,United-States,<=50K
56.00,Self-emp-not-inc,13,Married-civ-spouse,Tech-support,Wife,White,Female,38.00,United-States,<=50K
66.00,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40.00,United-States,>50K
54.00,State-gov,9,Widowed,Other-service,Unmarried,Black,Female,40.00,United-States,<=50K
53.00,Private,11,Divorced,Prof-specialty,Own-child,White,Female,38.00,United-States,<=50K
73.00,?,9,Widowed,?,Not-in-family,White,Female,7.00,United-States,>50K
69.00,Private,8,Never-married,Sales,Not-in-family,White,Female,30.00,United-States,<=50K
51.00,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,41.00,United-States,<=50K
58.00,State-gov,13,Separated,Other-service,Not-in-family,White,Female,36.00,United-States,<=50K
57.00,Private,9,Divorced,Adm-clerical,Other-relative,Black,Female,40.00,United-States,<=50K
53.00,Private,11,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Female,38.00,China,<=50K
55.00,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40.00,United-States,<=50K
64.00,State-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,38.00,United-States,<=50K
53.00,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,38.00,United-States,<=50K
54.00,?,4,Never-married,?,Unmarried,White,Female,25.00,United-States,<=50K
50.00,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40.00,United-States,<=50K
65.00,?,4,Widowed,?,Unmarried,Black,Female,21.00,United-States,<=50K
56.00,Private,9,Divorced,Priv-house-serv,Unmarried,White,Female,20.00,United-States,<=50K
53.00,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40.00,United-States,>50K
73.00,?,7,Widowed,?,Not-in-family,White,Female,5.00,United-States,<=50K
67.00,Private,11,Never-married,Other-service,Not-in-family,White,Female,40.00,United-States,<=50K
74.00,Private,11,Widowed,Adm-clerical,Not-in-family,White,Female,11.00,United-States,<=50K
54.00,Private,12,Divorced,Adm-clerical,Unmarried,White,Female,39.00,United-States,<=50K
54.00,Private,11,Divorced,Prof-specialty,Not-in-family,White,Female,34.00,United-States,<=50K
59.00,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,39.00,United-States,<=50K
61.00,?,13,Married-spouse-absent,?,Unmarried,White,Female,6.00,United-States,<=50K
73.00,Private,9,Widowed,Other-service,Unmarried,White,Female,10.00,United-States,<=50K
61.00,Private,9,Widowed,Machine-op-inspct,Unmarried,White,Female,40.00,United-States,<=50K
53.00,Federal-gov,9,Separated,Adm-clerical,Unmarried,White,Female,40.00,United-States,<=50K
56.00,State-gov,13,Divorced,Exec-managerial,Not-in-family,White,Female,50.00,United-States,<=50K
56.00,?,13,Never-married,?,Not-in-family,White,Female,39.00,United-States,<=50K
52.00,Private,9,Married-spouse-absent,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,33.00,Philippines,<=50K
51.00,Private,13,Separated,Prof-specialty,Not-in-family,White,Female,40.00,United-States,<=50K
66.00,Local-gov,10,Divorced,Other-service,Not-in-family,Black,Female,3.00,United-States,<=50K
55.00,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,38.00,United-States,<=50K
59.00,Local-gov,9,Never-married,Prof-specialty,Not-in-family,White,Female,48.00,United-States,<=50K
59.00,Private,8,Widowed,Sales,Not-in-family,White,Female,54.00,United-States,<=50K
52.00,Private,9,Divorced,Other-service,Unmarried,White,Female,38.00,United-States,<=50K
54.00,Private,9,Divorced,Sales,Other-relative,White,Female,61.00,Peru,<=50K
59.00,Private,9,Widowed,Other-service,Not-in-family,Black,Female,31.00,United-States,<=50K
54.00,Private,5,Divorced,Craft-repair,Unmarried,White,Female,48.00,United-States,<=50K
76.00,?,10,Widowed,?,Not-in-family,White,Female,13.00,United-States,<=50K
53.00,Federal-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,39.00,United-States,<=50K
59.00,State-gov,9,Divorced,Other-service,Own-child,White,Female,6.00,United-States,<=50K
