,age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,flag
20,"(54.0, 59.0)",{'?'},"(6.0, 9.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(45.0, 64.0)","{'Germany' ,'United-States'}",{'<=50K'},FlT6TsWdiYAyjdUKSbzlgm4pTllf2RNLcJQDlQHlLRQhD/ugB/QDw3bUiQOrIQ7F8owk6JRti0radFMFKSoFSk7DdWt5DW4sp8/LvIJ1HPdpGvSi7HsRU+x5QYFfvIflTipl7ou2pJeEHHe1q8UB9sZfNcCdnyEBD9idkhCBhA4=
21,"(54.0, 59.0)",{'?'},"(6.0, 9.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(45.0, 64.0)","{'Germany' ,'United-States'}",{'<=50K'},OS9gOJ8Eu8BXy89BsZAyu70yMvZUrBe+pIvdzhOsBfaC3mgoQa3oxHE3Zlv8dNbZk2LjmKZCqF0xS7I6bRNQyP9z7wv34qAcp3Nx3JDcVL8W/33Yiml6o0k2l8ZLTDUHbTiaQPB33tPRAABF51zaDRb1OQvuUV97BNvq6/hC2kk=
22,"(54.0, 59.0)",{'?'},"(6.0, 9.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(45.0, 64.0)","{'Germany' ,'United-States'}",{'<=50K'},Ihh0N+Tz0025LNRLGvVGmfX2cxJWSzIHvgY4UVONP2hLPTyPLSbS50vNb2cpNrSv6uR25HHWovMLP0DYqIAw5ahWimwmp7Mfq2DPUSnfl0sZwwcGJIJ2gQYWO1IBuUU7K8GJ+H9txW1X+FHJBvP/mFTbsXX6adsI/kt9Ksnm9KA=
23,"(54.0, 59.0)",{'?'},"(6.0, 9.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(45.0, 64.0)","{'Germany' ,'United-States'}",{'<=50K'},cp1kK/hMAlmPuSu61AbPN2bLO/yMJOT0hC3js+aLIUAUB1OCY1LLDyfbIl6wPjuiTFcF9eVyUvesStrkvPRgAl3SkcgmqaMatqwn+DnbgeZE6AtUxEp+zrR0gJGz8Lf9UJ/dJTVrs2sUfk/hYR/br5OEXCRE8Yq9gL0EMRp8cvA=
24,"(54.0, 59.0)",{'?'},"(6.0, 9.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(45.0, 64.0)","{'Germany' ,'United-States'}",{'<=50K'},Es305HNMrfpkztuvIOfiqlcMoM2KJ+UPuJ0F8VmzStdvyzgf5Xqv5O/Y67L8Bcd0fVtW7sTmAjVV+7kxd3Imz4Ho+OD+Abej1ayKQPtjW54tb35839bkpygRvLzk8KjlYYQgziBOu02eP36B0EjsafBRKB8JnIxznDzGpcAw5u0=
25,"(52.0, 70.0)",{'?'},"(9.0, 12.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(17.0, 61.0)","{'Canada' ,'Puerto-Rico'}",{'<=50K'},QZRg9pGC4ioRK+jtZr4tjaEV2lN1hG2kvZ/lR/AUwys8PUshMjFHMrZwVFBxc6kCwhk8vAnFD7e2FJRbDiq3nfZPQaUfEH/pqnk1cGnIRz6GGmcv85911LVEGqazvrwZiUMtUQ3dtfy5UlSuyZMvD9TwUNmkooyHlSOxS/of4R4=
26,"(52.0, 70.0)",{'?'},"(9.0, 12.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(17.0, 61.0)","{'Canada' ,'Puerto-Rico'}",{'<=50K'},SQGiRbwawjJwa40FPWdfoSPMI2pv5VignrRKRCI3BdNihl6ggz+vcUrbZbQFI9EFdwcxqW3A7LkvQ3xeooNI0OjLD4fXS2uuBFYzo8rYEKTWJ1Hs+XE4LR4BqOlfpbjAx6BU5Zr4oiQlXY7CVYKfVum1LxXSwgIE/xaWWLmeM4c=
27,"(52.0, 70.0)",{'?'},"(9.0, 12.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(17.0, 61.0)","{'Canada' ,'Puerto-Rico'}",{'<=50K'},iQmu9mXF1wLyRiVSldByQWvxBQRVTmqdq/9d5D87MEQEmrAOQ1JL2aIz1mqRvfnUMOznxR6bW/kUr76EFZF1cRJbdZlHhxNvq4jQ9VQj3N8lZ8LCPXjMZ40M5LOsEhw/lBPagfPlm+Va7+KldMAEAcDsNZ+xlZivBSDEzSyMHt4=
28,"(52.0, 70.0)",{'?'},"(9.0, 12.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(17.0, 61.0)","{'Canada' ,'Puerto-Rico'}",{'<=50K'},FEzlh9viVOGFkZtW/wJY3E+Oa6Ko1Thx56H6BuZzmpwFFtJ0y0MBrtzVbKiYGw4fIq71hJoS/gN5zjfMVNdu9nwZl5rEHYjhE2eVPOiONxzbqOqS8xgFJbYP89wSD5izMcgz5ARRlF6DtlxmmuFfkmnpDG4AYETi9RZk703+fwk=
29,"(52.0, 70.0)",{'?'},"(9.0, 12.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(17.0, 61.0)","{'Canada' ,'Puerto-Rico'}",{'<=50K'},N88AQnkC1PEVtdw15p5XmGxEoWc7BFxWrNFcdgL/8e6/qJuY9Wo10tMEZ9KvroHWW+afLVPIRex9YFnmdm3HdW6Z9cf5wpre+vSNbCRVRBLLQLTIvSVsvpVLlYMKVOAQ18cVutLa4n34kNTkx0izAuQ4Ma68ZYdfhepfY9j0Pls=
30,"(52.0, 70.0)",{'?'},"(9.0, 12.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(17.0, 61.0)","{'Canada' ,'Puerto-Rico'}",{'<=50K'},RzV18gJ8cWB8NEZvbZQZRMDcvwr+0ecqXMendPi4ZOb+BdX5OvWoXr9eQH9ngpbz1O330+9E//sAN4R+FyEw8nNOrrltEOOjgig3DLdOcFzJlpTCTbG3sqoa4eYlquvqfu7hyY1q5SwTl2uGSi7oODAMfYruebSNloS4v/CC5cI=
31,"(65.0, 69.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 25.0)",{'United-States'},{'<=50K'},psgRq0I+is7ndiVoKMK3kYoxy7Z5zMTEy+r9dZoERH2nd12+zPXe2MELdMUAc39KQ1bDY9GI/PcVy9zcp/UEL3qA14/tKZcrwCKQzJ+qwjWN+kePV1/OJkCbCry6JiRh9UgLUZlfSvt8sB3WG5LhcttM4v8V9RwN8O3dxXk6PdA=
32,"(65.0, 69.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 25.0)",{'United-States'},{'<=50K'},URMCmeCvy2pB6PAJI4NrOr5JfJaM+sT0aPddaCS1YjX7VP+l5ckUNWNtDegpp96rI2bzQClupeZ7zniSMShAq+NoT4BFGV7l+reM+CaR2tDj2BM/A3pEdqb6ZiN9zujk6ZdH15PzCL8WyZDh1g3as5v1MJO9OfD+QDvKrpnuJaE=
33,"(65.0, 69.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 25.0)",{'United-States'},{'<=50K'},Tp9a1Dd/EeGol+KNm/U7nsELnEAk44/ZcY+Spu6QChj8A3hkC6Cc1PEx4FCs8aFqSSTRmffI82IJEgErDsypF626X09A1a+GSzu47BZNXzuChz5jyUGQkiA8fo35YPjuazPHCCBKeQxSji+/r5Yrqu18wKNj2FKIHeNSOAaRUx8=
34,"(65.0, 69.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 25.0)",{'United-States'},{'<=50K'},jLHrJ4FMQiJyLbXlp5VZ2aQmpmzZMhnh73MB0JGq54B76RA+V4MYNQn0xJSU6JZLv+wXji6wbDCaMu4Rcs5fMiooijOB5Pq5t4O9qFi8DC83f9i6jAouNvUL2XGV7IOTh5qie/8CdtyqE7zz7V/ZYY9FfinveHf3A+wfnZXlTMI=
35,"(65.0, 69.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 25.0)",{'United-States'},{'<=50K'},IBoZuPbBg9GA5VktsES5KHfvruR+Fpb+QrsRXmrrSmdrgGP8ti782sTGFCWn0s5oFiDuaAEueDME36OFcXzw0dNPdafw5xVw+vfmh+7JqQLQDbm+SWWbwuKmqxqP/6GmPPHlV79F0IGKpBg1MEcFSXoqqwb9oHtBf/EnUOb26SE=
36,"(65.0, 69.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 25.0)",{'United-States'},{'<=50K'},pnc6y3cnyiS77Z7LQ4y2M9AgCpYGQSeX97iHngQUAHgL7ynG5V4yC6LiT7bBWVUdtXc3IA3dfbH2k9v/ZLcV7BRDycCAA7mgYmWTv2FYF4ObfYWGpjoiYvaeBQbjIRWMhmDbvdiKBfgsXi0bi9127j9Ov2IJWNXQKjSwogmToTE=
37,"(50.0, 54.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(29.0, 33.0)",{'United-States'},{'<=50K'},HgIUDvTGvdpcbJozjbtLM+4FwYkHpvkUrXmyfKAKz0+hjC+aCL1eHPGlY0r86ifeIB3V/B7UelPOsOjMOPqqU1232S59K1sHOfg7wu/CUWN3bTcpifWM7+NRb6KzPeNnlvR6RcbXi2nVHbFFHPgPVuTjMZZhxnELack/ygbcseo=
38,"(50.0, 54.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(29.0, 33.0)",{'United-States'},{'<=50K'},ijKYI0hCMLJvgq6l2rPFY5Duy+Ylkr7Warck84H/oIDe/ttyDPvsTLGbO0aDwUEhLi7cAE/Cw0M1FY5sIAPfl2j3OEYkFwrtWSS71SUOcFkQ28mqXhuREMjVwRA5Zrdo7e2VgLneezIw28KI6aET47ZEJNOWjIbgdn5OTYTdwhA=
39,"(50.0, 54.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(29.0, 33.0)",{'United-States'},{'>50K'},hQKDMNpUHcaCAl3aUXTV9aeqrmSDdjodpoBKRFb4ErTjKQIXfpWP6rGm0TdK9VAn3v05IDXztcACOXQNRAC2FVJYKGmG6bnERwqwdaG3DriOMNqjmuAzi7OKx0EW38RL/X97ZZ8xQQZuH8737VSDcGR9Xz50jGBFSOuTFcKqkpk=
40,"(50.0, 54.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(29.0, 33.0)",{'United-States'},{'<=50K'},BBlZ/GwJJmtX9A65Ux+ANzLpjysIByr5Laffmsai9DKv7GzHHLrH4mcE9dSGg2eK3sT7vikE9f/L+COsUFRF57ifHP785ucNEnfSBpfswatgAz687gAl8FMejPK+bhkWddtaSaCVM9xw3IfyGXs5uiN0aIfMeb7dxAR768RPL9I=
41,"(50.0, 54.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(29.0, 33.0)",{'United-States'},{'<=50K'},aKI3KRwrFlyEKYCJidXkn9nKpiGHTwPJmCkpqkNAWHzObqXG6+htDxWB258f+gVT5ggNau/xZBz0cCkDU5JP1AcwC556oH5XEdSct7pubrA0LzF13lPGTI6cHITOPDI/P4lIKpNabVtmVPEhw1wP+aaKQQTO8JoHtBK31nA4Ukk=
42,"(50.0, 54.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(29.0, 33.0)",{'United-States'},{'<=50K'},nS9wAOXRVf8WZsXWQ1FpPq6t3T2FM2/eQko08ovG1kSac/NBpIWI1Ac9XL+QKfN3xTOADPfgKiq39ombDV5SYj0CaUUoycLGB+4b7y+efchj0mKnmFTAK+WMpFoh1KIYkdtzFDjB8bUeI4SPbSV9qoWezuYlrAXodzF2epnCmlg=
43,"(52.0, 56.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(28.0, 35.0)",{'United-States'},{'<=50K'},gRoG8pbP5us0zbLWwAPrS99iDah3N0Tr90L6FGBcZ6t+q7egcGfl1mM6uZEgqB2rTYuQnHLcmMUjIYOUDDEbCUnHg1kec/pZEp7UgEzvpPVtBwJj1k8p5Y0L2tMskZ2lCMZegJT7PlYO6w5OcHuzGftgOgQRSwJlJ+h6pUrgCVE=
44,"(52.0, 56.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(28.0, 35.0)",{'United-States'},{'<=50K'},Hs471l05D+HltYLGJMlw410RbqGPRMaqXLOwDSQc4NKTHWJJLJ1YC3kddUzPSbrMFEssUnu2LukvtiW4YfgzDRxV8sfIYYcK9X5rjJXrkHWB7J/zypLxVvJPedz1a3hHZGcoIwqf6roeOp4uOJNa7cvDB29cZlkcJS22AhpHLf8=
45,"(52.0, 56.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(28.0, 35.0)",{'United-States'},{'<=50K'},aa95py8q8H25DZFVnxKv3cwoFQuHFPPPbX1W6Sg2QC6KjU6zvp7EnvaTruntPc80uKB23brwXK8d5Xk4eJsHgIsL1EELbgvPDNCj0R3hrWF4cokqL4lpiPKed8rsc0kZNHI3fYJC4jDYHI0LeWUiEFdELaj9G4s3vfehPq4E1FM=
46,"(52.0, 56.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(28.0, 35.0)",{'United-States'},{'<=50K'},OI6WZdgWpIbnc5neuoyLxlIET/JcA/l8vvN8B5GsYM9OSQyr6VkoRAWd2tj3yAUdcw4dVxRcFXiRw6N98XUQMeiLW8HU1M8JHdkkrFdFl6kIRwEk2aIsdIvwSYRYgrSJPuVN4VwONHfTCeaQqEwO5eai7fhZ7coM1gsOx+7a+kk=
47,"(52.0, 56.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(28.0, 35.0)",{'United-States'},{'<=50K'},YOWhRzZd5L1sQ0KKAFW5NnoZgQZl/QQywao2SEFeuHWzWBiR6B3xubB9L7wUDMVg/UxtQIw9TCZALrUSFflhZkEEp5BJK64LbrVSizFtUOQjV8hc4s8MXoLQMyE8zZSc+tFDxmXsAyP23JbmtQ7Ajgy3PcTCxNeGaS9Uo9B//eM=
48,"(52.0, 56.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(28.0, 35.0)",{'United-States'},{'>50K'},N38vDbtcNGyxtXZMdYuuImVNzim6c0V3ffcw0NtLi72H/uRugxB3Rq5E7UbJOaWKzR2bn2m8g93WPfjHfoWm0lHx0V3f+mCLRBcCsnapd2hVgSLd/aDd99kdOFRNoaTmYu/RQzSMXPYA4qGx7PDLWiSPv829RxraOWolTFGj1sI=
49,"(63.0, 69.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 37.0)",{'United-States'},{'<=50K'},mVM1kP7hnOuCmPvDPD9Tejyxu+KmX9J4OqS+wv6WBvAMN51DCoTe4suU/2E2L/AHo80Vt21ru0NjcxLBlqqNeQjwQxhdIhWeH2ew4TkrL++xF24PFf7VsxY0Elv+ATPg1BG8f8eqb4ozV6k/GTrPhTYT/60Lfw1f7e9Drdr35hE=
50,"(63.0, 69.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 37.0)",{'United-States'},{'<=50K'},rtX05zz6KG5E5J82uVeUpE/ixdiVsRtxxjawpEJdqL4/LpLytemnHeIMhYONSiqcmQF2BjCsg/ShJzbL4Zgan4c+eXb4hU8jDmkD3OWBkcXrWrnMklfDBzIMvk1QXSstNWFaqUWW9o/jcHvVAw1Wap/I87BUHsFusoPpuq8sglk=
51,"(63.0, 69.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 37.0)",{'United-States'},{'<=50K'},jcD+YR+W4U0KeY0Szne2Qpn6HLey2ZKiBL6DkKl4fDlL7ExUxQ6LSsblqbVbyfh6txemh69PpcSBkfSvc56ehpjhStokrroVd+3xmuXuvVJ5CvmszdVSHCocgKsjEZ7upTjhdquX9lFzDc/aogiv7l1pK5n6y44jeqLugADLKDg=
52,"(63.0, 69.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 37.0)",{'United-States'},{'<=50K'},AmTYx9IQvnqa/yb7BMcVMPpEeFogndE30wpfFvSHSLWqXhePCVmROaCj/nMZtOJ0jCKXtyY5RWsoMZlqPN44KvbXU6HyPeoMYwtZ5goJ9Cx1u5gG/IF5i08GHJlqN8s0/rpukI+E+a/EyKcdTa9D6kS7HzDVB/8Nc5H+WqfWKb4=
