age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
57,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
59,Local-gov,9,Separated,Protective-serv,Other-relative,Black,Female,40,United-States,<=50K
64,Private,3,Separated,Other-service,Other-relative,White,Female,20,Cuba,<=50K
61,Private,8,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
55,Private,9,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,45,United-States,<=50K
59,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
53,Private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
52,Private,6,Divorced,Other-service,Other-relative,White,Female,25,United-States,<=50K
50,Private,9,Married-civ-spouse,Sales,Wife,White,Female,15,United-States,<=50K
67,Local-gov,4,Widowed,Other-service,Not-in-family,White,Female,20,United-States,<=50K
52,Federal-gov,11,Divorced,Farming-fishing,Not-in-family,White,Female,40,United-States,<=50K
51,Private,6,Divorced,Other-service,Unmarried,White,Female,25,United-States,<=50K
63,Private,3,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,19,Philippines,<=50K
75,Private,1,Never-married,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,48,Philippines,<=50K
52,Private,10,Divorced,Sales,Unmarried,White,Female,50,United-States,<=50K
51,State-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
55,Private,7,Widowed,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K
51,Private,9,Divorced,Other-service,Other-relative,Black,Female,30,United-States,<=50K
53,Federal-gov,13,Divorced,Exec-managerial,Unmarried,Black,Female,50,United-States,>50K
60,Private,10,Widowed,Sales,Not-in-family,White,Female,15,United-States,<=50K
51,Private,13,Divorced,Sales,Not-in-family,White,Female,60,United-States,<=50K
52,Private,7,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K
54,Private,9,Widowed,Other-service,Not-in-family,White,Female,15,United-States,<=50K
63,Private,9,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K
66,?,9,Widowed,?,Not-in-family,Other,Female,35,Puerto-Rico,<=50K
55,State-gov,9,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,>50K
73,?,11,Married-spouse-absent,?,Not-in-family,White,Female,32,United-States,<=50K
53,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
53,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
59,Private,9,Widowed,Other-service,Not-in-family,White,Female,10,United-States,<=50K
50,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
55,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
71,Private,5,Widowed,Sales,Unmarried,White,Female,13,United-States,<=50K
75,?,9,Married-AF-spouse,?,Wife,White,Female,14,United-States,<=50K
64,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K
53,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,>50K
72,?,13,Separated,?,Not-in-family,White,Female,7,United-States,<=50K
51,Private,12,Separated,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
56,Local-gov,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
61,Federal-gov,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K
56,Self-emp-not-inc,7,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
55,Federal-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
51,Self-emp-not-inc,6,Widowed,Transport-moving,Other-relative,White,Female,40,United-States,<=50K
65,Local-gov,10,Widowed,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
67,Private,9,Widowed,Sales,Not-in-family,White,Female,32,United-States,<=50K
66,?,11,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
66,Local-gov,9,Widowed,Other-service,Not-in-family,White,Female,25,United-States,<=50K
51,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K
58,Federal-gov,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
54,Local-gov,10,Widowed,Adm-clerical,Unmarried,White,Female,40,Mexico,<=50K
57,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,42,United-States,<=50K
63,Federal-gov,16,Divorced,Exec-managerial,Not-in-family,White,Female,60,United-States,>50K
57,Federal-gov,9,Separated,Adm-clerical,Other-relative,Black,Female,35,United-States,<=50K
55,Private,6,Widowed,Transport-moving,Not-in-family,Black,Female,35,United-States,<=50K
52,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K
55,Self-emp-not-inc,16,Divorced,Exec-managerial,Not-in-family,White,Female,30,United-States,<=50K
76,?,10,Widowed,?,Unmarried,White,Female,40,United-States,<=50K
53,Private,14,Divorced,Prof-specialty,Unmarried,White,Female,38,United-States,<=50K
65,Private,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
51,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,>50K
59,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
62,Private,6,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
59,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
57,Private,12,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K
64,Private,10,Widowed,Sales,Not-in-family,White,Female,40,United-States,<=50K
51,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
70,Private,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,<=50K
50,Private,9,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,<=50K
51,Private,10,Widowed,Machine-op-inspct,Unmarried,White,Female,36,United-States,<=50K
53,Private,13,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
52,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,China,<=50K
76,Private,13,Widowed,Prof-specialty,Not-in-family,White,Female,20,United-States,<=50K
55,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
55,Self-emp-inc,13,Divorced,Sales,Not-in-family,White,Female,50,Germany,<=50K
62,State-gov,12,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
51,State-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K
63,Federal-gov,9,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
59,Private,9,Divorced,Other-service,Not-in-family,White,Female,38,United-States,<=50K
63,Private,7,Widowed,Sales,Not-in-family,White,Female,30,United-States,<=50K
56,Private,10,Separated,Tech-support,Unmarried,Black,Female,38,United-States,<=50K
50,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
58,Private,12,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,35,Poland,<=50K
54,Private,9,Widowed,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K
56,Self-emp-inc,10,Married-civ-spouse,Sales,Wife,White,Female,60,Canada,>50K
51,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,Canada,<=50K
60,Private,10,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,30,United-States,<=50K
69,Self-emp-not-inc,10,Widowed,Farming-fishing,Not-in-family,White,Female,14,United-States,<=50K
67,Private,2,Widowed,Machine-op-inspct,Not-in-family,White,Female,34,Ecuador,<=50K
60,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,25,United-States,<=50K
58,Private,9,Divorced,Other-service,Unmarried,White,Female,35,United-States,<=50K
55,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,29,United-States,<=50K
66,Local-gov,4,Widowed,Other-service,Not-in-family,White,Female,20,United-States,<=50K
62,?,9,Widowed,?,Not-in-family,White,Female,25,United-States,<=50K
68,Private,9,Widowed,Sales,Not-in-family,White,Female,24,United-States,<=50K
58,Self-emp-not-inc,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,>50K
55,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,60,United-States,<=50K
54,Private,10,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,<=50K
67,?,4,Widowed,?,Not-in-family,White,Female,35,United-States,<=50K
58,State-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
71,Private,9,Widowed,Sales,Other-relative,White,Female,16,United-States,<=50K
56,Private,6,Divorced,Adm-clerical,Unmarried,Black,Female,36,United-States,<=50K
58,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,<=50K
50,Private,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
53,Self-emp-inc,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,50,South,<=50K
54,Self-emp-not-inc,10,Divorced,Sales,Not-in-family,White,Female,35,United-States,<=50K
71,?,9,Widowed,?,Not-in-family,White,Female,20,United-States,<=50K
64,Private,13,Widowed,Prof-specialty,Not-in-family,White,Female,30,United-States,<=50K
52,Private,3,Widowed,Other-service,Unmarried,White,Female,40,Mexico,<=50K
68,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
51,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,White,Female,35,United-States,>50K
52,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
53,Federal-gov,10,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
57,Private,9,Divorced,Adm-clerical,Other-relative,Black,Female,40,United-States,<=50K
59,?,5,Divorced,?,Not-in-family,White,Female,12,United-States,<=50K
72,?,4,Widowed,?,Unmarried,White,Female,20,United-States,<=50K
58,Private,14,Never-married,Adm-clerical,Not-in-family,White,Female,24,United-States,>50K
57,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,45,United-States,<=50K
72,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,England,<=50K
65,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
53,Private,3,Married-civ-spouse,Other-service,Other-relative,White,Female,24,Italy,<=50K
52,State-gov,13,Widowed,Exec-managerial,Unmarried,White,Female,55,United-States,<=50K
90,Private,13,Never-married,Prof-specialty,Own-child,White,Female,10,United-States,<=50K
65,Private,9,Widowed,Sales,Not-in-family,White,Female,24,United-States,<=50K
58,Private,9,Divorced,Other-service,Unmarried,White,Female,25,United-States,<=50K
51,Private,9,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,>50K
50,Private,10,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
65,Private,9,Divorced,Other-service,Other-relative,White,Female,14,United-States,<=50K
64,?,9,Divorced,?,Unmarried,White,Female,38,United-States,<=50K
60,Private,11,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
62,Private,5,Widowed,Other-service,Unmarried,Black,Female,25,United-States,<=50K
62,Private,9,Widowed,Sales,Not-in-family,White,Female,32,United-States,<=50K
70,Private,4,Widowed,Other-service,Not-in-family,White,Female,35,United-States,<=50K
67,Self-emp-inc,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,England,>50K
54,Federal-gov,9,Widowed,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K
54,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,>50K
59,Federal-gov,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
60,Private,9,Widowed,Other-service,Not-in-family,White,Female,44,United-States,<=50K
52,Federal-gov,8,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K
63,Private,9,Separated,Craft-repair,Not-in-family,White,Female,20,United-States,<=50K
58,Private,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
70,?,11,Widowed,?,Unmarried,White,Female,35,United-States,<=50K
66,Local-gov,14,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
52,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,>50K
73,Federal-gov,10,Widowed,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
60,?,7,Married-spouse-absent,?,Unmarried,Black,Female,20,United-States,<=50K
58,Local-gov,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
65,?,9,Widowed,?,Unmarried,White,Female,75,United-States,<=50K
52,Self-emp-inc,14,Divorced,Exec-managerial,Not-in-family,Black,Female,50,United-States,<=50K
54,Private,7,Divorced,Craft-repair,Own-child,White,Female,50,United-States,>50K
90,Private,14,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K
53,Local-gov,10,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
58,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,10,United-States,>50K
55,Private,9,Divorced,Sales,Not-in-family,White,Female,37,United-States,<=50K
50,Self-emp-not-inc,10,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,?,<=50K
56,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,Canada,<=50K
58,?,13,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
65,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
52,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,<=50K
55,Private,10,Divorced,Other-service,Unmarried,White,Female,38,United-States,<=50K
56,Private,9,Widowed,Other-service,Unmarried,White,Female,40,United-States,<=50K
56,Private,8,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K
81,State-gov,2,Widowed,Other-service,Not-in-family,White,Female,20,United-States,<=50K
56,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,52,Cuba,<=50K
57,Private,9,Widowed,Other-service,Unmarried,White,Female,30,?,<=50K
53,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,Scotland,<=50K
58,Private,9,Divorced,Sales,Not-in-family,White,Female,24,United-States,<=50K
55,Federal-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
51,Private,3,Married-civ-spouse,Craft-repair,Other-relative,White,Female,40,United-States,<=50K
62,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
57,Local-gov,9,Widowed,Other-service,Unmarried,White,Female,30,United-States,<=50K
60,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K
52,Self-emp-not-inc,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,>50K
58,Federal-gov,10,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
62,Local-gov,16,Widowed,Prof-specialty,Unmarried,White,Female,40,Iran,<=50K
60,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
51,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
71,Self-emp-not-inc,2,Divorced,Craft-repair,Not-in-family,White,Female,28,United-States,<=50K
73,Private,9,Divorced,Other-service,Not-in-family,White,Female,20,United-States,<=50K
50,Private,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,16,United-States,<=50K
66,Private,9,Widowed,Tech-support,Not-in-family,White,Female,18,United-States,<=50K
59,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,52,Outlying-US(Guam-USVI-etc),<=50K
59,Private,4,Married-civ-spouse,Other-service,Wife,White,Female,99,United-States,<=50K
53,Local-gov,16,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
52,State-gov,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K
62,Self-emp-inc,9,Widowed,Sales,Not-in-family,White,Female,15,United-States,<=50K
52,Local-gov,10,Widowed,Adm-clerical,Not-in-family,White,Female,24,United-States,<=50K
90,Private,10,Divorced,Sales,Unmarried,Black,Female,37,United-States,<=50K
73,Private,9,Widowed,Other-service,Other-relative,White,Female,32,United-States,<=50K
57,Private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
56,Private,9,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
53,Private,10,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
50,Local-gov,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
56,Private,13,Divorced,Prof-specialty,Unmarried,Black,Female,50,Haiti,<=50K
53,Private,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
53,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
51,Private,9,Separated,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
64,Federal-gov,13,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
68,Private,12,Divorced,Exec-managerial,Not-in-family,White,Female,43,United-States,<=50K
60,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,48,United-States,>50K
62,Private,5,Never-married,Priv-house-serv,Not-in-family,Black,Female,22,United-States,<=50K
61,Self-emp-inc,10,Widowed,Sales,Not-in-family,White,Female,20,United-States,<=50K
50,Private,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
53,Private,9,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K
64,?,9,Widowed,?,Not-in-family,White,Female,30,United-States,<=50K
50,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,>50K
63,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
81,Self-emp-inc,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,28,United-States,<=50K
80,Local-gov,9,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,32,United-States,<=50K
54,?,5,Divorced,?,Not-in-family,White,Female,15,United-States,<=50K
51,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
55,Private,6,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,<=50K
51,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,>50K
54,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,<=50K
57,Private,11,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
51,Private,9,Divorced,Sales,Unmarried,White,Female,43,United-States,<=50K
57,Private,10,Widowed,Other-service,Not-in-family,White,Female,40,United-States,<=50K
69,Private,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,8,United-States,<=50K
50,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
58,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Wife,White,Female,35,?,>50K
60,Self-emp-not-inc,14,Divorced,Prof-specialty,Unmarried,White,Female,10,United-States,<=50K
61,Private,7,Divorced,Other-service,Unmarried,White,Female,36,United-States,<=50K
52,Private,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
52,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
57,Private,9,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female,35,United-States,<=50K
66,Private,4,Widowed,Other-service,Not-in-family,Black,Female,10,United-States,<=50K
64,Private,10,Widowed,Exec-managerial,Not-in-family,White,Female,3,United-States,<=50K
63,Private,12,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,35,United-States,<=50K
51,Private,9,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
54,Private,14,Widowed,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K
79,Private,4,Widowed,Priv-house-serv,Not-in-family,White,Female,30,United-States,<=50K
60,Private,9,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K
58,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
60,Private,16,Never-married,Prof-specialty,Not-in-family,White,Female,65,United-States,>50K
58,Private,9,Divorced,Sales,Not-in-family,White,Female,15,United-States,<=50K
57,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
77,Private,5,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,10,United-States,<=50K
51,Private,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
53,Local-gov,9,Married-spouse-absent,Transport-moving,Other-relative,White,Female,35,United-States,<=50K
62,Private,13,Widowed,Tech-support,Unmarried,White,Female,7,United-States,<=50K
67,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,5,United-States,<=50K
56,Self-emp-not-inc,10,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,20,United-States,>50K
63,Private,6,Widowed,Farming-fishing,Unmarried,White,Female,56,United-States,<=50K
56,Private,7,Separated,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
72,Private,4,Widowed,Other-service,Not-in-family,White,Female,99,?,<=50K
72,?,12,Widowed,?,Not-in-family,White,Female,40,United-States,<=50K
64,?,11,Married-civ-spouse,?,Wife,White,Female,15,United-States,<=50K
60,?,4,Widowed,?,Unmarried,White,Female,20,United-States,<=50K
61,Self-emp-inc,14,Widowed,Exec-managerial,Unmarried,White,Female,99,United-States,<=50K
52,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,Cuba,<=50K
62,Self-emp-not-inc,9,Never-married,Other-service,Unmarried,White,Female,6,United-States,<=50K
68,Local-gov,14,Widowed,Prof-specialty,Unmarried,Black,Female,40,United-States,>50K
56,Private,6,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,30,Japan,>50K
54,Private,6,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
51,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
57,Private,9,Widowed,Prof-specialty,Not-in-family,White,Female,57,United-States,<=50K
52,?,14,Married-civ-spouse,?,Wife,White,Female,40,United-States,>50K
51,Private,10,Separated,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
60,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Wife,Black,Female,50,United-States,<=50K
69,Local-gov,9,Widowed,Adm-clerical,Not-in-family,Black,Female,20,United-States,<=50K
66,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,13,United-States,<=50K
65,Private,10,Widowed,Sales,Other-relative,White,Female,45,United-States,<=50K
50,Private,4,Divorced,Other-service,Other-relative,White,Female,40,United-States,<=50K
66,Private,13,Divorced,Prof-specialty,Unmarried,White,Female,8,Cuba,<=50K
69,?,15,Married-civ-spouse,?,Wife,White,Female,25,?,<=50K
53,Local-gov,9,Widowed,Other-service,Not-in-family,White,Female,30,United-States,<=50K
50,Self-emp-not-inc,9,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,60,Vietnam,<=50K
51,Private,10,Divorced,Exec-managerial,Unmarried,Black,Female,50,United-States,<=50K
58,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
60,?,10,Widowed,?,Not-in-family,Black,Female,40,United-States,<=50K
54,Private,4,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K
68,Private,14,Never-married,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
71,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,14,United-States,<=50K
55,Local-gov,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K
85,Self-emp-not-inc,9,Widowed,Sales,Not-in-family,White,Female,50,United-States,<=50K
80,Private,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,16,United-States,<=50K
79,Local-gov,16,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
52,Local-gov,14,Divorced,Exec-managerial,Not-in-family,White,Female,60,United-States,>50K
68,Private,10,Widowed,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K
52,Private,9,Separated,Other-service,Other-relative,White,Female,20,United-States,<=50K
57,Private,9,Widowed,Sales,Unmarried,White,Female,32,United-States,<=50K
55,Private,6,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K
67,Self-emp-inc,13,Widowed,Other-service,Unmarried,White,Female,35,United-States,<=50K
54,?,9,Divorced,?,Not-in-family,White,Female,25,United-States,<=50K
72,?,9,Married-civ-spouse,?,Wife,White,Female,2,United-States,<=50K
90,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
71,Private,8,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
77,?,11,Married-spouse-absent,?,Not-in-family,White,Female,25,United-States,<=50K
51,Federal-gov,10,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K
68,Private,9,Never-married,Sales,Not-in-family,White,Female,30,United-States,<=50K
57,Private,10,Divorced,Sales,Not-in-family,White,Female,48,United-States,<=50K
59,Private,14,Never-married,Sales,Not-in-family,White,Female,45,United-States,>50K
