Unnamed: 0,age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,flag
134,"(57.0, 65.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
135,"(57.0, 65.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
136,"(57.0, 65.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
137,"(50.0, 58.0)",{'Private'},"(9.0, 9.0)",{'Divorced'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(43.0, 51.0)",{'United-States'},{'<=50K'},n
143,"(52.0, 59.0)",{'Private'},"(9.0, 12.0)",{'Divorced'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(52.0, 53.0)",{'United-States'},{'<=50K'},n
153,"(64.0, 65.0)",{'Private'},"(5.0, 9.0)",{'Divorced'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(75.0, 79.0)",{'United-States'},{'<=50K'},n
155,"(50.0, 51.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(26.0, 32.0)",{'United-States'},{'<=50K'},n
166,"(60.0, 64.0)",{'Private'},"(9.0, 11.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(20.0, 30.0)",{'United-States'},{'<=50K'},n
167,"(65.0, 75.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 30.0)",{'United-States'},{'<=50K'},n
172,"(65.0, 75.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 30.0)",{'United-States'},{'>50K'},n
173,"(60.0, 62.0)",{'Private'},"(6.0, 11.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(31.0, 35.0)",{'United-States'},{'<=50K'},n
182,"(50.0, 51.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 39.0)",{'United-States'},{'>50K'},n
189,"(50.0, 52.0)",{'Private'},"(6.0, 13.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},n
190,"(50.0, 52.0)",{'Private'},"(6.0, 13.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},n
197,"(51.0, 55.0)",{'Private'},"(9.0, 11.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(50.0, 55.0)",{'United-States'},{'<=50K'},n
198,"(69.0, 72.0)",{'Private'},"(6.0, 13.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 38.0)",{'United-States'},{'>50K'},n
204,"(59.0, 62.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(25.0, 30.0)",{'United-States'},{'<=50K'},n
211,"(63.0, 63.0)",{'Private'},"(9.0, 11.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 24.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},n
217,"(72.0, 73.0)",{'Private'},"(9.0, 9.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(33.0, 35.0)",{'United-States'},{'<=50K'},n
228,"(50.0, 52.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 40.0)",{'United-States'},{'<=50K'},n
229,"(50.0, 52.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 40.0)",{'United-States'},{'<=50K'},n
235,"(53.0, 56.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 40.0)",{'United-States'},{'<=50K'},n
241,"(56.0, 60.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 40.0)",{'United-States'},{'>50K'},n
247,"(63.0, 65.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 40.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},n
248,"(50.0, 56.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 52.0)","{'?' ,'United-States'}",{'<=50K'},n
253,"(50.0, 56.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 52.0)","{'?' ,'United-States'}",{'<=50K'},n
254,"(50.0, 51.0)",{'Private'},"(7.0, 9.0)",{'Divorced'},{'Machine-op-inspct'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 40.0)","{'India' ,'United-States'}",{'<=50K'},n
264,"(52.0, 53.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Machine-op-inspct'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 40.0)",{'United-States'},{'<=50K'},n
266,"(61.0, 65.0)",{'Private'},"(4.0, 9.0)",{'Divorced'},{'Machine-op-inspct'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)","{'India' ,'United-States'}",{'<=50K'},n
271,"(61.0, 65.0)",{'Private'},"(4.0, 9.0)",{'Divorced'},{'Machine-op-inspct'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)","{'India' ,'United-States'}",{'<=50K'},n
278,"(50.0, 57.0)",{'Private'},"(7.0, 13.0)",{'Divorced'},{'Tech-support'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 40.0)",{'United-States'},{'<=50K'},n
283,"(64.0, 70.0)",{'Private'},"(9.0, 12.0)",{'Divorced'},{'Tech-support'},{'Not-in-family'},{'White'},{'Female'},"(23.0, 40.0)",{'United-States'},{'<=50K'},n
284,"(64.0, 70.0)",{'Private'},"(9.0, 12.0)",{'Divorced'},{'Tech-support'},{'Not-in-family'},{'White'},{'Female'},"(23.0, 40.0)",{'United-States'},{'<=50K'},n
285,"(52.0, 58.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Tech-support'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 52.0)",{'United-States'},{'<=50K'},n
291,"(60.0, 64.0)",{'Private'},"(10.0, 10.0)",{'Divorced'},{'Tech-support'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 50.0)",{'United-States'},{'<=50K'},n
302,"(58.0, 65.0)",{'Private'},"(13.0, 15.0)",{'Divorced'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(35.0, 38.0)",{'United-States'},{'<=50K'},n
307,"(55.0, 71.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
308,"(55.0, 71.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
309,"(55.0, 71.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
310,"(55.0, 57.0)",{'Private'},"(9.0, 9.0)",{'Divorced'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(47.0, 49.0)",{'United-States'},{'<=50K'},n
316,"(52.0, 58.0)",{'Private'},"(9.0, 12.0)",{'Divorced'},{'Craft-repair'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 44.0)",{'United-States'},{'<=50K'},n
323,"(51.0, 64.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Handlers-cleaners'},{'Not-in-family'},{'White'},{'Female'},"(18.0, 38.0)",{'United-States'},{'<=50K'},n
329,"(62.0, 72.0)",{'Private'},"(4.0, 4.0)",{'Divorced'},{'Handlers-cleaners'},{'Not-in-family'},{'White'},{'Female'},"(7.0, 40.0)",{'Cuba'},{'<=50K'},n
335,"(53.0, 69.0)",{'Private'},"(7.0, 9.0)",{'Divorced'},{'Priv-house-serv'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 97.0)",{'United-States'},{'<=50K'},n
341,"(53.0, 64.0)",{'State-gov'},"(9.0, 15.0)",{'Divorced'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(22.0, 38.0)",{'United-States'},{'<=50K'},n
347,"(53.0, 60.0)",{'State-gov'},"(9.0, 14.0)",{'Divorced'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 64.0)","{'?' ,'United-States'}",{'<=50K'},n
353,"(50.0, 56.0)",{'State-gov'},"(5.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
358,"(50.0, 56.0)",{'State-gov'},"(5.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
359,"(54.0, 64.0)",{'Local-gov'},"(9.0, 14.0)",{'Divorced'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 42.0)",{'United-States'},{'<=50K'},n
365,"(52.0, 65.0)",{'Local-gov'},"(9.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 35.0)",{'United-States'},{'>50K'},n
376,"(50.0, 53.0)",{'Local-gov'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 44.0)","{'Mexico' ,'United-States'}",{'<=50K'},n
377,"(54.0, 65.0)",{'Local-gov'},"(8.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)","{'Mexico' ,'United-States'}",{'<=50K'},n
383,"(52.0, 63.0)",{'Local-gov'},"(9.0, 13.0)",{'Divorced'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(30.0, 53.0)",{'United-States'},{'<=50K'},n
389,"(50.0, 58.0)",{'Self-emp-not-inc'},"(4.0, 14.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 65.0)","{'Hungary' ,'United-States'}",{'<=50K'},n
390,"(50.0, 58.0)",{'Self-emp-not-inc'},"(4.0, 14.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 65.0)","{'Hungary' ,'United-States'}",{'>50K'},n
395,"(50.0, 65.0)",{'Self-emp-not-inc'},"(6.0, 13.0)",{'Divorced'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(14.0, 36.0)",{'United-States'},{'<=50K'},n
401,"(52.0, 65.0)",{'Self-emp-not-inc'},"(10.0, 16.0)",{'Divorced'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 32.0)",{'United-States'},{'<=50K'},n
402,"(52.0, 65.0)",{'Self-emp-not-inc'},"(10.0, 16.0)",{'Divorced'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 32.0)",{'United-States'},{'<=50K'},n
407,"(52.0, 56.0)",{'Federal-gov'},"(9.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(32.0, 40.0)",{'United-States'},{'<=50K'},n
408,"(52.0, 56.0)",{'Federal-gov'},"(9.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(32.0, 40.0)",{'United-States'},{'<=50K'},n
413,"(54.0, 58.0)",{'Federal-gov'},"(10.0, 14.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(50.0, 61.0)",{'United-States'},{'>50K'},n
419,"(50.0, 65.0)",{'Self-emp-inc'},"(9.0, 10.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 40.0)",{'United-States'},{'<=50K'},n
425,"(51.0, 70.0)",{'Private'},"(5.0, 11.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'Black'},{'Female'},"(32.0, 36.0)",{'United-States'},{'<=50K'},n
431,"(50.0, 58.0)",{'Private'},"(7.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'Black'},{'Female'},"(36.0, 37.0)",{'United-States'},{'<=50K'},n
437,"(51.0, 63.0)",{'Private'},"(2.0, 9.0)",{'Divorced'},{'Priv-house-serv'},{'Not-in-family'},{'Black'},{'Female'},"(15.0, 30.0)",{'United-States'},{'<=50K'},n
444,"(50.0, 59.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'Black'},{'Female'},"(37.0, 40.0)",{'United-States'},{'<=50K'},n
450,"(53.0, 63.0)",{'Federal-gov'},"(5.0, 14.0)",{'Divorced'},"{'Adm-clerical' ,'Other-service' ,'Tech-support'}",{'Not-in-family'},{'Black'},{'Female'},"(36.0, 40.0)",{'United-States'},{'<=50K'},n
451,"(53.0, 63.0)",{'Federal-gov'},"(5.0, 14.0)",{'Divorced'},"{'Adm-clerical' ,'Other-service' ,'Tech-support'}",{'Not-in-family'},{'Black'},{'Female'},"(36.0, 40.0)",{'United-States'},{'<=50K'},n
456,"(51.0, 62.0)","{'Local-gov' ,'Private' ,'State-gov'}","(6.0, 12.0)",{'Divorced'},"{'Exec-managerial' ,'Other-service'}",{'Not-in-family'},{'Amer-Indian-Eskimo'},{'Female'},"(20.0, 55.0)",{'United-States'},{'<=50K'},n
462,"(51.0, 74.0)","{'Local-gov' ,'Private'}","(3.0, 13.0)",{'Divorced'},"{'Exec-managerial' ,'Other-service' ,'Sales'}",{'Not-in-family'},{'Asian-Pac-Islander'},{'Female'},"(27.0, 38.0)",{'United-States'},{'<=50K'},n
468,"(50.0, 59.0)",{'Private'},"(7.0, 11.0)",{'Separated'},"{'Adm-clerical' ,'Priv-house-serv'}",{'Not-in-family'},{'Black'},{'Female'},"(18.0, 43.0)",{'United-States'},{'<=50K'},n
474,"(54.0, 65.0)","{'?' ,'Private'}","(4.0, 14.0)",{'Separated'},"{'?' ,'Other-service' ,'Priv-house-serv' ,'Prof-specialty'}",{'Not-in-family'},"{'Black' ,'Other'}",{'Female'},"(25.0, 44.0)","{'Jamaica' ,'Mexico'}",{'<=50K'},n
481,"(58.0, 63.0)",{'Private'},"(4.0, 13.0)",{'Separated'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(22.0, 37.0)",{'United-States'},{'<=50K'},n
486,"(58.0, 63.0)",{'Private'},"(4.0, 13.0)",{'Separated'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(22.0, 37.0)",{'United-States'},{'<=50K'},n
487,"(50.0, 55.0)",{'Private'},"(9.0, 10.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 45.0)",{'United-States'},{'<=50K'},n
488,"(50.0, 55.0)",{'Private'},"(9.0, 10.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 45.0)",{'United-States'},{'>50K'},n
493,"(58.0, 62.0)",{'Private'},"(9.0, 13.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},n
499,"(54.0, 62.0)",{'Private'},"(6.0, 16.0)",{'Separated'},"{'Prof-specialty' ,'Protective-serv' ,'Tech-support'}",{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
500,"(54.0, 62.0)",{'Private'},"(6.0, 16.0)",{'Separated'},"{'Prof-specialty' ,'Protective-serv' ,'Tech-support'}",{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
505,"(50.0, 59.0)",{'Self-emp-not-inc'},"(6.0, 12.0)",{'Separated'},"{'Exec-managerial' ,'Other-service' ,'Prof-specialty'}",{'Not-in-family'},{'White'},{'Female'},"(22.0, 60.0)",{'United-States'},{'<=50K'},n
515,"(82.0, 82.0)",{'Self-emp-inc'},"(4.0, 4.0)",{'Widowed'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},n
517,"(56.0, 65.0)",{'Self-emp-inc'},"(9.0, 14.0)",{'Widowed'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(50.0, 73.0)",{'United-States'},{'<=50K'},n
524,"(64.0, 81.0)",{'Self-emp-inc'},"(8.0, 10.0)",{'Widowed'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 40.0)","{'?' ,'United-States'}",{'<=50K'},n
530,"(52.0, 60.0)",{'Self-emp-not-inc'},"(1.0, 10.0)",{'Widowed'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(35.0, 40.0)","{'Mexico' ,'United-States'}",{'<=50K'},n
536,"(67.0, 68.0)",{'Self-emp-not-inc'},"(4.0, 10.0)",{'Widowed'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(31.0, 40.0)",{'United-States'},{'<=50K'},n
537,"(67.0, 68.0)",{'Self-emp-not-inc'},"(4.0, 10.0)",{'Widowed'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(31.0, 40.0)",{'United-States'},{'<=50K'},n
542,"(53.0, 74.0)",{'Self-emp-not-inc'},"(9.0, 10.0)",{'Widowed'},{'Farming-fishing'},{'Not-in-family'},{'White'},{'Female'},"(58.0, 76.0)",{'United-States'},{'<=50K'},n
548,"(76.0, 77.0)",{'Self-emp-not-inc'},"(1.0, 9.0)",{'Widowed'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(2.0, 2.0)",{'United-States'},{'<=50K'},n
554,"(62.0, 77.0)",{'Self-emp-not-inc'},"(1.0, 10.0)",{'Widowed'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(5.0, 20.0)",{'United-States'},{'<=50K'},n
560,"(62.0, 77.0)",{'Self-emp-not-inc'},"(1.0, 16.0)",{'Widowed'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 62.0)",{'United-States'},{'>50K'},n
561,"(62.0, 77.0)",{'Self-emp-not-inc'},"(1.0, 16.0)",{'Widowed'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 62.0)",{'United-States'},{'<=50K'},n
566,"(51.0, 77.0)",{'Self-emp-not-inc'},"(12.0, 15.0)",{'Widowed'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(20.0, 39.0)",{'United-States'},{'<=50K'},n
572,"(57.0, 70.0)",{'Private'},"(6.0, 11.0)",{'Widowed'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(7.0, 20.0)",{'United-States'},{'<=50K'},n
578,"(71.0, 71.0)",{'Private'},"(9.0, 11.0)",{'Widowed'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 20.0)",{'United-States'},{'<=50K'},n
589,"(65.0, 69.0)",{'Private'},"(9.0, 9.0)",{'Widowed'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(22.0, 23.0)",{'United-States'},{'<=50K'},n
594,"(75.0, 76.0)",{'Private'},"(9.0, 9.0)",{'Widowed'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(7.0, 8.0)",{'United-States'},{'<=50K'},n
599,"(64.0, 69.0)",{'Private'},"(9.0, 9.0)",{'Widowed'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(25.0, 35.0)",{'United-States'},{'<=50K'},n
