age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
58.00,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,38.00,United-States,<=50K
76.00,Private,9,Widowed,Adm-clerical,Unmarried,Black,Female,38.00,United-States,<=50K
57.00,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Wife,White,Female,18.00,United-States,<=50K
64.00,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,16.00,United-States,<=50K
53.00,Private,13,Divorced,Sales,Unmarried,White,Female,35.00,United-States,<=50K
51.00,Private,9,Widowed,Sales,Not-in-family,White,Female,38.00,United-States,<=50K
64.00,Private,3,Separated,Priv-house-serv,Not-in-family,White,Female,34.00,?,<=50K
52.00,Private,3,Divorced,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,39.00,Philippines,<=50K
58.00,Private,10,Divorced,Sales,Not-in-family,White,Female,38.00,United-States,<=50K
65.00,Local-gov,11,Widowed,Tech-support,Unmarried,Black,Female,37.00,United-States,<=50K
69.00,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,39.00,United-States,<=50K
70.00,Private,9,Widowed,Adm-clerical,Unmarried,Black,Female,54.00,United-States,<=50K
53.00,Local-gov,13,Never-married,Tech-support,Other-relative,White,Female,54.00,United-States,<=50K
60.00,Private,5,Divorced,Other-service,Unmarried,White,Female,35.00,United-States,<=50K
54.00,Private,7,Separated,Other-service,Not-in-family,Black,Female,38.00,Jamaica,<=50K
64.00,Private,9,Never-married,Prof-specialty,Not-in-family,White,Female,29.00,United-States,<=50K
58.00,Local-gov,10,Widowed,Adm-clerical,Unmarried,White,Female,37.00,United-States,<=50K
69.00,Private,11,Widowed,Adm-clerical,Unmarried,White,Female,37.00,Germany,<=50K
63.00,Private,9,Married-civ-spouse,Sales,Wife,White,Female,28.00,Canada,<=50K
51.00,Private,13,Divorced,Prof-specialty,Unmarried,Black,Female,39.00,Jamaica,<=50K
55.00,Local-gov,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,38.00,United-States,<=50K
58.00,Private,10,Never-married,Sales,Other-relative,White,Female,37.00,United-States,>50K
60.00,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,10.00,United-States,<=50K
59.00,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,39.00,United-States,<=50K
63.00,Local-gov,13,Divorced,Other-service,Not-in-family,Black,Female,58.00,United-States,<=50K
68.00,?,9,Widowed,?,Not-in-family,White,Female,4.00,United-States,<=50K
52.00,Private,6,Separated,Sales,Unmarried,White,Female,34.00,United-States,<=50K
65.00,Self-emp-inc,10,Widowed,Exec-managerial,Not-in-family,Black,Female,38.00,United-States,>50K
67.00,Private,10,Never-married,Prof-specialty,Not-in-family,White,Female,36.00,United-States,<=50K
62.00,Private,9,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,21.00,China,<=50K
77.00,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,36.00,United-States,<=50K
53.00,Private,9,Married-spouse-absent,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,45.00,United-States,<=50K
51.00,State-gov,9,Divorced,Other-service,Other-relative,White,Female,36.00,United-States,<=50K
51.00,Private,11,Divorced,Adm-clerical,Not-in-family,White,Female,44.00,United-States,<=50K
54.00,Private,9,Divorced,Sales,Not-in-family,White,Female,36.00,United-States,<=50K
61.00,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,37.00,United-States,<=50K
57.00,State-gov,9,Separated,Adm-clerical,Unmarried,White,Female,38.00,United-States,<=50K
52.00,Private,10,Married-civ-spouse,Sales,Wife,White,Female,37.00,United-States,<=50K
53.00,Private,4,Divorced,Other-service,Not-in-family,White,Female,40.00,United-States,<=50K
68.00,Private,9,Widowed,Craft-repair,Not-in-family,White,Female,45.00,United-States,<=50K
51.00,Private,14,Widowed,Prof-specialty,Other-relative,White,Female,57.00,United-States,>50K
69.00,Private,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,23.00,United-States,<=50K
57.00,Self-emp-not-inc,11,Married-civ-spouse,Other-service,Wife,White,Female,53.00,United-States,<=50K
61.00,Self-emp-not-inc,13,Never-married,Exec-managerial,Not-in-family,White,Female,52.00,United-States,>50K
50.00,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40.00,United-States,<=50K
63.00,Self-emp-not-inc,9,Divorced,Adm-clerical,Not-in-family,White,Female,38.00,United-States,<=50K
63.00,Local-gov,14,Widowed,Prof-specialty,Not-in-family,White,Female,38.00,United-States,>50K
54.00,Private,10,Never-married,Tech-support,Not-in-family,White,Female,36.00,United-States,<=50K
60.00,Private,3,Divorced,Sales,Other-relative,White,Female,36.00,Italy,<=50K
57.00,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,36.00,United-States,<=50K
63.00,State-gov,15,Widowed,Prof-specialty,Not-in-family,White,Female,32.00,United-States,<=50K
58.00,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,36.00,United-States,<=50K
63.00,Private,11,Divorced,Sales,Unmarried,White,Female,32.00,United-States,<=50K
51.00,Self-emp-not-inc,9,Widowed,Other-service,Unmarried,White,Female,58.00,United-States,<=50K
59.00,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,53.00,United-States,<=50K
57.00,Private,9,Divorced,Prof-specialty,Unmarried,White,Female,50.00,United-States,<=50K
59.00,Private,9,Divorced,Other-service,Not-in-family,White,Female,53.00,United-States,<=50K
53.00,Private,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,38.00,United-States,<=50K
58.00,Private,10,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,37.00,United-States,<=50K
69.00,?,9,Widowed,?,Not-in-family,White,Female,10.00,United-States,<=50K
52.00,Federal-gov,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,39.00,United-States,<=50K
83.00,?,10,Widowed,?,Not-in-family,White,Female,10.00,United-States,<=50K
75.00,Private,11,Widowed,Priv-house-serv,Not-in-family,White,Female,39.00,United-States,<=50K
67.00,Private,9,Widowed,Priv-house-serv,Unmarried,White,Female,24.00,United-States,<=50K
57.00,State-gov,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,39.00,United-States,<=50K
59.00,Federal-gov,9,Widowed,Exec-managerial,Not-in-family,White,Female,38.00,United-States,<=50K
67.00,State-gov,10,Never-married,Prof-specialty,Not-in-family,White,Female,51.00,United-States,<=50K
56.00,Private,10,Divorced,Other-service,Not-in-family,White,Female,37.00,United-States,<=50K
66.00,Private,9,Widowed,Priv-house-serv,Unmarried,White,Female,25.00,Poland,<=50K
71.00,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,17.00,United-States,<=50K
61.00,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,38.00,United-States,<=50K
50.00,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,50.00,United-States,<=50K
64.00,Private,9,Never-married,Prof-specialty,Unmarried,White,Female,28.00,United-States,>50K
52.00,Private,9,Separated,Priv-house-serv,Own-child,White,Female,18.00,United-States,<=50K
67.00,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,37.00,United-States,<=50K
65.00,?,9,Widowed,?,Not-in-family,White,Female,35.00,Puerto-Rico,<=50K
59.00,Private,9,Widowed,Sales,Not-in-family,White,Female,37.00,United-States,<=50K
64.00,Private,9,Divorced,Tech-support,Not-in-family,White,Female,38.00,United-States,<=50K
58.00,Private,5,Widowed,Other-service,Unmarried,Black,Female,44.00,United-States,<=50K
60.00,Private,10,Divorced,Tech-support,Not-in-family,White,Female,50.00,United-States,<=50K
55.00,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,36.00,United-States,>50K
50.00,State-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,38.00,United-States,<=50K
68.00,?,10,Widowed,?,Not-in-family,Black,Female,39.00,United-States,<=50K
58.00,Private,10,Never-married,Sales,Other-relative,White,Female,39.00,United-States,<=50K
50.00,Local-gov,7,Separated,Farming-fishing,Unmarried,Black,Female,39.00,United-States,<=50K
53.00,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,42.00,United-States,<=50K
67.00,Private,6,Never-married,Other-service,Not-in-family,Black,Female,40.00,United-States,<=50K
73.00,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,4.00,United-States,<=50K
62.00,Private,4,Widowed,Machine-op-inspct,Own-child,White,Female,16.00,United-States,<=50K
54.00,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,37.00,United-States,<=50K
66.00,Private,6,Widowed,Other-service,Unmarried,White,Female,38.00,United-States,<=50K
64.00,Self-emp-not-inc,14,Divorced,Prof-specialty,Not-in-family,Black,Female,16.00,United-States,<=50K
63.00,Private,6,Divorced,Adm-clerical,Not-in-family,White,Female,40.00,United-States,<=50K
59.00,State-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,8.00,United-States,>50K
51.00,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,38.00,United-States,<=50K
58.00,Private,10,Widowed,Sales,Unmarried,White,Female,26.00,United-States,<=50K
54.00,Private,14,Divorced,Prof-specialty,Unmarried,White,Female,37.00,United-States,>50K
64.00,Local-gov,15,Never-married,Prof-specialty,Not-in-family,White,Female,27.00,United-States,>50K
57.00,Private,6,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,38.00,United-States,<=50K
54.00,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,33.00,United-States,<=50K
59.00,?,9,Widowed,?,Not-in-family,White,Female,39.00,Germany,<=50K
70.00,Private,9,Widowed,Priv-house-serv,Not-in-family,Black,Female,21.00,United-States,<=50K
60.00,?,10,Divorced,?,Not-in-family,White,Female,33.00,United-States,<=50K
59.00,Self-emp-not-inc,9,Widowed,Other-service,Not-in-family,Black,Female,23.00,United-States,<=50K
50.00,Private,12,Divorced,Prof-specialty,Unmarried,White,Female,58.00,United-States,<=50K
66.00,Private,9,Widowed,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,24.00,United-States,<=50K
54.00,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,17.00,United-States,<=50K
64.00,State-gov,15,Divorced,Prof-specialty,Not-in-family,White,Female,22.00,United-States,<=50K
57.00,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,38.00,United-States,<=50K
67.00,?,10,Widowed,?,Unmarried,White,Female,39.00,United-States,<=50K
69.00,Private,11,Divorced,Adm-clerical,Not-in-family,White,Female,38.00,Ecuador,<=50K
69.00,?,9,Divorced,?,Not-in-family,Asian-Pac-Islander,Female,39.00,Philippines,<=50K
51.00,Self-emp-not-inc,9,Divorced,Exec-managerial,Unmarried,Black,Female,39.00,United-States,<=50K
51.00,Private,6,Married-civ-spouse,Sales,Other-relative,White,Female,28.00,United-States,<=50K
55.00,Private,9,Never-married,Other-service,Not-in-family,White,Female,33.00,United-States,<=50K
69.00,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,26.00,United-States,<=50K
51.00,Local-gov,9,Widowed,Exec-managerial,Unmarried,White,Female,58.00,United-States,<=50K
63.00,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,39.00,United-States,<=50K
52.00,Private,10,Divorced,Handlers-cleaners,Not-in-family,White,Female,50.00,United-States,<=50K
61.00,Private,9,Widowed,Other-service,Not-in-family,White,Female,35.00,United-States,<=50K
51.00,Private,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,39.00,United-States,<=50K
59.00,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,39.00,United-States,<=50K
71.00,?,4,Divorced,?,Not-in-family,White,Female,6.00,United-States,<=50K
64.00,?,14,Widowed,?,Unmarried,White,Female,14.00,United-States,<=50K
65.00,Private,4,Separated,Priv-house-serv,Not-in-family,Other,Female,34.00,Mexico,<=50K
58.00,Local-gov,9,Divorced,Exec-managerial,Not-in-family,White,Female,40.00,United-States,>50K
51.00,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,37.00,United-States,<=50K
54.00,Private,11,Divorced,Sales,Not-in-family,White,Female,37.00,United-States,<=50K
70.00,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,19.00,United-States,<=50K
58.00,Private,9,Separated,Adm-clerical,Unmarried,White,Female,39.00,United-States,>50K
51.00,Private,10,Divorced,Adm-clerical,Not-in-family,Black,Female,50.00,United-States,<=50K
57.00,Private,9,Widowed,Sales,Not-in-family,White,Female,28.00,United-States,<=50K
66.00,?,6,Never-married,?,Not-in-family,White,Female,37.00,United-States,<=50K
64.00,?,9,Married-civ-spouse,?,Wife,White,Female,50.00,Puerto-Rico,<=50K
69.00,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,24.00,United-States,<=50K
59.00,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,8.00,United-States,<=50K
61.00,?,9,Widowed,?,Not-in-family,Asian-Pac-Islander,Female,14.00,Philippines,<=50K
53.00,Self-emp-not-inc,13,Divorced,Prof-specialty,Unmarried,Black,Female,39.00,Jamaica,<=50K
51.00,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,50.00,United-States,<=50K
58.00,Private,9,Married-AF-spouse,Other-service,Wife,White,Female,31.00,Italy,<=50K
53.00,Self-emp-not-inc,14,Divorced,Prof-specialty,Not-in-family,White,Female,35.00,United-States,>50K
57.00,Private,10,Divorced,Sales,Unmarried,White,Female,37.00,United-States,<=50K
52.00,Private,4,Divorced,Other-service,Unmarried,White,Female,35.00,United-States,<=50K
51.00,Self-emp-inc,9,Widowed,Sales,Unmarried,White,Female,40.00,United-States,<=50K
75.00,Local-gov,4,Widowed,Other-service,Not-in-family,White,Female,39.00,United-States,<=50K
51.00,Private,9,Separated,Exec-managerial,Unmarried,White,Female,61.00,United-States,<=50K
64.00,?,9,Divorced,?,Not-in-family,Asian-Pac-Islander,Female,6.00,Philippines,<=50K
65.00,?,9,Widowed,?,Not-in-family,White,Female,14.00,United-States,<=50K
65.00,Self-emp-not-inc,14,Divorced,Prof-specialty,Not-in-family,White,Female,17.00,United-States,<=50K
74.00,Local-gov,4,Widowed,Other-service,Not-in-family,White,Female,31.00,United-States,<=50K
75.00,Local-gov,4,Widowed,Other-service,Not-in-family,White,Female,38.00,Poland,<=50K
58.00,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,35.00,United-States,<=50K
51.00,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,64.00,United-States,>50K
63.00,Private,10,Widowed,Machine-op-inspct,Not-in-family,White,Female,33.00,United-States,<=50K
62.00,Private,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,36.00,United-States,<=50K
64.00,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,33.00,United-States,<=50K
65.00,Private,4,Widowed,Priv-house-serv,Unmarried,Other,Female,31.00,Mexico,<=50K
65.00,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,36.00,United-States,>50K
77.00,Self-emp-not-inc,1,Widowed,Exec-managerial,Not-in-family,White,Female,2.00,United-States,<=50K
73.00,?,13,Widowed,?,Not-in-family,White,Female,18.00,United-States,<=50K
50.00,Private,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,18.00,United-States,<=50K
54.00,?,9,Married-civ-spouse,?,Wife,White,Female,38.00,United-States,<=50K
63.00,Self-emp-not-inc,10,Divorced,Exec-managerial,Not-in-family,White,Female,39.00,United-States,<=50K
53.00,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,37.00,?,<=50K
50.00,Private,9,Widowed,Sales,Not-in-family,White,Female,36.00,United-States,<=50K
53.00,Private,3,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,38.00,Philippines,<=50K
64.00,?,14,Widowed,?,Unmarried,White,Female,38.00,United-States,>50K
57.00,Federal-gov,10,Never-married,Adm-clerical,Not-in-family,White,Female,63.00,United-States,<=50K
56.00,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,37.00,United-States,<=50K
55.00,Federal-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,36.00,United-States,>50K
57.00,Private,13,Widowed,Prof-specialty,Unmarried,White,Female,39.00,United-States,>50K
66.00,?,13,Married-civ-spouse,?,Wife,White,Female,1.00,United-States,<=50K
77.00,Private,10,Widowed,Sales,Not-in-family,White,Female,39.00,United-States,<=50K
58.00,Private,10,Divorced,Sales,Not-in-family,Black,Female,36.00,United-States,<=50K
54.00,Private,12,Never-married,Other-service,Unmarried,White,Female,25.00,United-States,<=50K
66.00,State-gov,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,7.00,United-States,<=50K
65.00,?,9,Widowed,?,Unmarried,White,Female,11.00,United-States,<=50K
71.00,?,10,Widowed,?,Unmarried,White,Female,10.00,United-States,<=50K
60.00,?,9,Widowed,?,Not-in-family,White,Female,36.00,United-States,<=50K
66.00,Private,10,Widowed,Adm-clerical,Unmarried,Other,Female,37.00,Mexico,>50K
79.00,Private,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,Black,Female,20.00,United-States,<=50K
64.00,Private,9,Widowed,Other-service,Not-in-family,White,Female,15.00,United-States,<=50K
56.00,Private,9,Widowed,Machine-op-inspct,Unmarried,White,Female,37.00,United-States,<=50K
71.00,?,4,Divorced,?,Unmarried,White,Female,6.00,United-States,<=50K
67.00,Private,4,Widowed,Other-service,Unmarried,White,Female,36.00,United-States,<=50K
65.00,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,37.00,United-States,<=50K
62.00,Self-emp-not-inc,11,Divorced,Craft-repair,Not-in-family,White,Female,38.00,Canada,<=50K
60.00,Private,6,Divorced,Craft-repair,Not-in-family,Black,Female,39.00,United-States,<=50K
73.00,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,3.00,United-States,<=50K
65.00,Local-gov,10,Divorced,Tech-support,Not-in-family,White,Female,37.00,United-States,<=50K
73.00,Self-emp-not-inc,10,Widowed,Farming-fishing,Other-relative,White,Female,75.00,United-States,<=50K
51.00,Private,9,Widowed,Other-service,Not-in-family,White,Female,38.00,United-States,<=50K
77.00,Private,9,Widowed,Protective-serv,Unmarried,White,Female,20.00,United-States,<=50K
53.00,Private,12,Divorced,Prof-specialty,Unmarried,Black,Female,37.00,United-States,<=50K
54.00,Federal-gov,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,52.00,United-States,<=50K
80.00,Private,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,19.00,United-States,<=50K
54.00,Private,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,39.00,United-States,<=50K
53.00,Private,10,Never-married,Sales,Not-in-family,White,Female,24.00,United-States,<=50K
55.00,Federal-gov,9,Never-married,Adm-clerical,Unmarried,White,Female,61.00,United-States,<=50K
57.00,State-gov,11,Divorced,Tech-support,Not-in-family,White,Female,37.00,United-States,<=50K
54.00,Private,10,Married-civ-spouse,Tech-support,Wife,Black,Female,40.00,United-States,<=50K
58.00,?,6,Married-civ-spouse,?,Wife,White,Female,6.00,United-States,<=50K
58.00,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40.00,United-States,<=50K
54.00,Private,9,Divorced,Other-service,Not-in-family,White,Female,34.00,United-States,<=50K
65.00,Private,4,Widowed,Priv-house-serv,Not-in-family,White,Female,6.00,United-States,<=50K
62.00,?,9,Widowed,?,Unmarried,White,Female,8.00,United-States,<=50K
50.00,Private,6,Divorced,Adm-clerical,Not-in-family,White,Female,39.00,United-States,<=50K
64.00,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,39.00,United-States,<=50K
67.00,?,10,Divorced,?,Not-in-family,White,Female,38.00,United-States,<=50K
68.00,?,10,Widowed,?,Unmarried,White,Female,34.00,United-States,<=50K
56.00,Private,10,Widowed,Sales,Unmarried,White,Female,40.00,United-States,<=50K
67.00,Private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,32.00,United-States,<=50K
61.00,Private,11,Widowed,Craft-repair,Unmarried,White,Female,39.00,Canada,<=50K
66.00,Private,6,Never-married,Other-service,Own-child,White,Female,36.00,United-States,<=50K
57.00,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,38.00,United-States,<=50K
50.00,Private,9,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,39.00,United-States,<=50K
59.00,Private,9,Widowed,Other-service,Not-in-family,White,Female,38.00,United-States,<=50K
67.00,?,10,Widowed,?,Not-in-family,Black,Female,33.00,United-States,>50K
56.00,Private,13,Divorced,Adm-clerical,Not-in-family,White,Female,35.00,United-States,>50K
59.00,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,40.00,United-States,>50K
56.00,?,13,Never-married,?,Not-in-family,White,Female,16.00,United-States,<=50K
59.00,?,12,Widowed,?,Unmarried,White,Female,41.00,Canada,<=50K
65.00,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,39.00,United-States,<=50K
68.00,?,2,Widowed,?,Unmarried,Black,Female,37.00,United-States,<=50K
60.00,Private,9,Widowed,Sales,Not-in-family,White,Female,36.00,United-States,<=50K
53.00,Local-gov,9,Never-married,Adm-clerical,Other-relative,White,Female,37.00,United-States,<=50K
61.00,State-gov,9,Divorced,Adm-clerical,Own-child,White,Female,40.00,United-States,<=50K
