,age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,flag
1872,"(76.0, 77.0)",{'?'},"(4.0,)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(7.0, 8.0)",{'United-States'},{'<=50K'},YL1PouLoa4TLiXAn0+CaY7lWDUg3FL+U96s/MFX5w19u4WUFAl8b45lHP7VX+qA/hPsK+rMgREl2DmNlZ3dZBM6gBgugPvoCwwpdfKLOuRhxmzSys/bL6g5cv4zW3tcj0bzMZP4Dk0GuwEf80wscEUF4198CSienflH652B4NJI=
1990,"(76.0, 77.0)",{'?'},"(4.0,)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(7.0, 8.0)",{'United-States'},{'<=50K'},O2vegtAuDv8eI3SIYZQJpgDoedJ00p4Oe51WxycnuQyT8Uw2k3nqxFBdkBHsvTqMc10x98ZXAgmHbWam3h7J5PymU2QW/UsKdhVrMQa+G03oN4usIu5+P315wZNCdtPHO0K9pCH0n6nzaPQiacfjOQWXsvkjb4Xy9KwH/AbjP3c=
2848,"(76.0, 77.0)",{'?'},"(4.0,)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(7.0, 8.0)",{'United-States'},{'<=50K'},ZW5VyfUGoVW2sr/GgPeb1iIyRVOLnBZU1iMCBeo3KJyRaLOVXKhfzNaMdua3VZjcumZ1PDJkWagT9UMqnfv+PLrEwlLMqanyg+JazF+2Cjna/zG1krMBt/4LCnHwhd8Ih7+7GipVXFkd/pfkDDuHm7c+aHTa5Bg+MXSjXtP3Cyo=
205,"(52.0, 54.0)",{'?'},"(10.0, 14.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},e1xz4AdId1wdBwspGLSSY2o2qKGEmnPXvL8rmP7YUe07DSvrwmVQm+V9TRf75aIywcV05UDSqESEqN00f06JFuz9BZ0b2sPPaAsAW8RmgKc7apQI3ZPOVRB8GEBEKixudJ1do7nWeup0GSzDfhEIlWMZ4sTvdHKmzycxXdwwTs8=
4132,"(52.0, 54.0)",{'?'},"(10.0, 14.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},r65nK9bC6Y8xdUJwWW4oIn7xxO7EwKbhKfudZbeUQulGlqH2U5vH08dGqf/D3cycFL5kKbw69NNlAN0IOYRZGZaD8Sx6bo/pU9ls0r4Im2D2jlaSF7crW3mgupmIRlDcCwkKNgisQlgCDA4lrihgKHB10rzAN2T1v2bVQFyApcQ=
6113,"(52.0, 54.0)",{'?'},"(10.0, 14.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},cjeIVsWAWXB3OJHDTt75DUtI4n8+D1iscKo67VPpmHxH6kivu4r/q+dmpz7W50uJRXWeoCZdOYy321VCpumwn5GaYtdxdnIHdfKSpyOYBct16FcovkKflh6HQW0uT10jB2RWr297gwyYYfGE5zG25u+uQ1HS4RiO3grNyC9DgDE=
9961,"(52.0, 54.0)",{'?'},"(10.0, 14.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'>50K'},Oe74LY+amjhpel6jviF3vmhoVp1/T7NRS2g3NIeG64+IfgYoH8rfCk3JQUjDTBoLC4xchqK7ekVuzGITQRPpwDx8L1z35HfeoB3tjN/1Z1ZrYKZD1v39rpROZ/BkPukxEujIfcZQxJ21VFqRWos1HcPedMGjwmLXK+GvB4Pv/pE=
333,"(59.0, 60.0)",{'?'},"(9.0,)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(44.0, 45.0)",{'United-States'},{'<=50K'},gpVtRtqaFge9X2Fmj7CcqLryinCgbvEm6MfH3RacUc8FMySFNc9mD+My/W2G/klk79l0yEq4kvdWROFJGxuEDk9vN4b2XVKaJt2N/BtQt2MHuVEWDZ7uPGyFWAo5W/q3wxZMRgp6+JEVDg/efZEQyiMij2xAhaoWOeToVhAyHis=
1967,"(59.0, 60.0)",{'?'},"(9.0,)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(44.0, 45.0)",{'United-States'},{'<=50K'},qD1Sa8D4fX3juLkCXHwXuFiw68p2p5soYOu6clwoAOjtOF6EZKyQyYx/TJpB8SBt30HT1Qd6FRqd1tGZzGdjfd5Oa2Dk+pM00M9bCCM5p0yea6tHxjvGpaajomYP2DnKvOhjTnfXvljx1LMm5STEKa5m9UG9nSZpxIreg2ISz6I=
2322,"(59.0, 60.0)",{'?'},"(9.0,)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(44.0, 45.0)",{'United-States'},{'<=50K'},ELWijvU/y6uUl4qOKhpNME947sbPkn8WK0Ocox/95CQNuCSM9685Y+dsZFGI3F8wrmaw5iBsQIIEJAdzvhs0wBpd2vkeZ4urwgLmxzAjYkKyOen0jvRNiZRDk1Ic5UFUcp/BLf6xx3XQTu3u9xQAx9tXMxwIrBa/vJsSweYqSko=
4467,"(59.0, 60.0)",{'?'},"(9.0,)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(44.0, 45.0)",{'United-States'},{'<=50K'},DdbMonYA30Niux90o19xePvzEijjYexLBmadRFqkJV3cH/uphBi/9jjdElRG2leTp21I6OpNpngldanqVg4YQBFVTkHX8sUtSWrzxnLn/iLSioQsHgj4BSEVtoYXwDtuFfNbvOflaKDt/H+XIMEuu+ld/GRFVXiodSNZAyTVfso=
155,"(54.0, 70.0)",{'?'},"(9.0,)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(10.0, 60.0)",{'Germany'},{'<=50K'},mN7Ilgf89t+gb3/gy3mleb7Er3FsNcyYIhbZbvERlqupqGmrU0csjh+/IN5hRU6fhmmq45Lw+1144TUXMMNd1YGxXphsDatZY9tqmp0bEWe9M7QEnYopAFVT8yvclljJiijeuOFUSZCBrqV0SMqY2dfIvToy2w5I1WpsqsIXrVo=
2683,"(54.0, 70.0)",{'?'},"(9.0,)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(10.0, 60.0)",{'Germany'},{'<=50K'},aREKs+/NERYUzxCYLHAyBKR/6osEa7SsNMKEok3rTBJkR5PW3VGUCbdQUtEsm7W3Zdu4Y1CRbuAyY/Ql2Il6e4QnCC3PO6TvUtSluhjLGQMcBzjfRslE5asw/4tCN+coc0rL6vfJa3tSmhELgKHV6XqtEH5T7Qvx1lJHBG+izi4=
3251,"(54.0, 70.0)",{'?'},"(9.0,)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(10.0, 60.0)",{'Germany'},{'<=50K'},b5joRve5V4fU6wdhHkD/NV0p3B8gJaFF3Ue9oFkPSRqPCnVxeqmhtYjSpUHkogdGC8aRLp/lx4jjmg+WT9R7qXKBx0Rzk9IxCrwj7lrqCbssABESeKJmbVX4DpstOvrV3m9qX0E6blG/DSk8SaqJpUCe0hmupooujh9YWMfLsXE=
7050,"(54.0, 70.0)",{'?'},"(9.0,)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(10.0, 60.0)",{'Germany'},{'>50K'},PTY6fMMsc54H6rVuBETKTVGvWLlk+sQOL2p5Zado6MEju1+kxDV4HAWIt/chlmuCnueVVTbzXZ01/30Ao4EDoodJ8aYCxucuZq9tZeXPrVOPM3P/KdOHecHTpNrHatS48zgMQMypcC/yIZdtSRXwvQyPKv/Urs7xqHEvaUGnBhY=
10450,"(54.0, 70.0)",{'?'},"(9.0,)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(10.0, 60.0)",{'Germany'},{'<=50K'},T5ijIC/R9kr8/SJFWdVjbz6dIELYGUswsFUvNt6/86i2kyjXVrmwjK3Ze3gUaAQUDlIz+SmW9y3ka13gJV9S3Xyyuu4azN/TpjGM8KBE/Tb2deka1nvGxpg4LKBQFD/1j/PTarPZ31rTMu6y5XMcRfBJtKfItDfqF9Esn2YGmeI=
516,"(54.0, 70.0)",{'?'},"(9.0, 12.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(17.0, 61.0)","{'Puerto-Rico', 'Canada'}",{'<=50K'},ZREatefK/JJkSuN4EibAZQwETkYo3HtqnqiEyKjOtewz6TjzgfcQlrearEsp5FIQJtSzC7WWUDZjVQEOUE6fe1WynOwYw1vi+GD4pfZXCHAnE2kg9hwmoRNh6DfJ3+gvESpUCTeeNhQhYvkQ2iX8FsN54mWvGf/eI9eCnsHKF8Y=
1003,"(54.0, 70.0)",{'?'},"(9.0, 12.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(17.0, 61.0)","{'Puerto-Rico', 'Canada'}",{'<=50K'},Ci02q/6wm/3wJ6pKk9W8m6fLbaw/D6WO7kuStWGHa8Vyr9LYDqtvqIWfciP8cUVy96ySxOQJdXC/6ikM95pGbPIWS6BrDr55ajRgkDEx3zQ3Zlj4tPqaQO6ZL7p5u/9DSkr0hTZUAQ1T2pO9EsJ/KiyzpHI1Zmn4cekg0zcgIKA=
2338,"(54.0, 70.0)",{'?'},"(9.0, 12.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(17.0, 61.0)","{'Puerto-Rico', 'Canada'}",{'<=50K'},gabTRopQ/fPaFxtLlq/1s3XI6Ol+AKBRjZdSMcERBbWIEH3vDEYKYTselngIjxnjy4tW+pdH/NxHMegc4nJrjlS2lD/i2wgVJlDs1SZblyQP67Ri2qz/jMTWpFz7jdbtx8l8fkprOOR+fwEV7nI72IOvAxUObMmXAn19vTQwNMo=
2731,"(54.0, 70.0)",{'?'},"(9.0, 12.0)",{'Divorced'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(17.0, 61.0)","{'Puerto-Rico', 'Canada'}",{'<=50K'},Q0rsnQbbX+b+qbQdJ7Ust/OHfIx7SCC4QZt33GCeW9Can4zGpgZaF9YgsBxn4n4GJjibGYcOxnGAm+z2MmCIs3I/AsfJ3bVi7ZWqSia79eoTOMCHA/ZTr4Ohh1soY09H2qmfj5ai/pVPx7nIvE2OoSjV4pxff1MWwrb2fMZ8tJ8=
8,"(69.0,)",{'Private'},"(9.0, 11.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(18.0, 25.0)",{'United-States'},{'<=50K'},fiObPRKlo01G9se5QTkXvQ8DeBg26cJ6xV5XYH3kpfrRqAad6ngeyZJs71TWcTPGhrsApXuHHSJZGH6pSR6zX4gtgZRyLsQNJUEvfL69JdGyzK2ulEU3kEr9G7QPasxxdblvb6eW17X7D3L0GyHhCoKaQwHHxVMpTmAEr0+9TxQ=
526,"(69.0,)",{'Private'},"(9.0, 11.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(18.0, 25.0)",{'United-States'},{'<=50K'},YeMWYLpobOjHywWfaKumOhNWHastMBZ9N8JSsKBYS5mOx/P/jWBDOQcy/HQgLEE7KVaWDHW65B5I+quz/ZlAxn9ETzSR2OmXGZLL79mW4sR4leOZu4v2mfWiAQ+Iif/U86RLgNvVSHRQwHkpchh8E8o2ZqiXkvuGaDvqB8wV9hE=
834,"(69.0,)",{'Private'},"(9.0, 11.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(18.0, 25.0)",{'United-States'},{'<=50K'},DFclEIlFbcyy1IeNLRoY0GwUaRidD7HTp5VgruQkIGDYuPsJRameyxX3yp5Zf7hTQPe0H5AxJw0O1ZqC3NgTe/19fTWzk7JJPZ8DMABeGiSvfSZlDU+Tw3rjLGxaYsA+JPkDIJehDUEGgvfFyKdz2cFU0T53D4RVawB00PZBQuk=
3293,"(69.0,)",{'Private'},"(9.0, 11.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(18.0, 25.0)",{'United-States'},{'<=50K'},YsG4Qd8i1RhOz/3f+D0XgwXnyOegkBUHV0QSzv3yMYD+PYhC66+lamoyalpFa9OUGFXve0AMJ3XRgeK8dAXBE2TDuqw4UnlmEJE5DLHY4YjW2rn9WuEglnNq1zT0ET/GO1oiBHuJuC1MC7prckcTs9/mnZeSkv/8bk9AlE64xAI=
7041,"(50.0, 53.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(29.0, 33.0)",{'United-States'},{'<=50K'},IpNnb/hBFdsAGQA6HOgxSaslhaBkWgCHviDlZQbXhFiDHdWEIGZP3GmYlx4Q7iAPoaZdS7WPKQO5JcgQy+TUVetm5kdZdXl5GeWx+GK4lTUW6lIKmxSbDnpGqPNhI7S6L9KrjDS1OsiIBMv40/C2SaP5TN/ERNLEgkD6rTQeDig=
435,"(50.0, 53.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(29.0, 33.0)",{'United-States'},{'<=50K'},inMxwEiDoKMPoHJQkDk/+aiZszmKJf4Hqphu32dW1gi2xIcoZGexnAFIxnJjE22xO+i0R1wWF8T65xNsWssSonJhQxlZJCsEbH8JbmYsA/xg8h599yRJncr+xnEfde/awJI0ivkiYE0Nz7eGp1gShJLg2jZTxe7h8phHnsmPkEM=
1040,"(50.0, 53.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(29.0, 33.0)",{'United-States'},{'>50K'},neqGFdZacJgQ2P0EYhiPB51JI2h7WWHkoezYq9uh0eGRGrewLV8bIB1pDfIoRCfDRsK/gVFwArS1wm+KGn0I0qm+Z0tCwR8bzYOypu7oWAfG6toQOe7l/rqY1UVJhJ3ezo8za7rmG2J0WQW4X28g+QR6IOHejs72VhfSyxmhIMg=
1402,"(50.0, 53.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(29.0, 33.0)",{'United-States'},{'<=50K'},ljjHzuW7uV9CbvdoEB7cCxn9FPkmvToZxWi2fs42QK1+AhtFccJXBpFqTnLQTFASzAswhkiBY3295cy85uKxw69hgF6mObsyLzCMcZbzHI53TUTv6xtzDqysHrmVan7CsrQX3NHWqGqKDuAoX1uQp3t4Tas/1/y3CPx4l3fs9r8=
346,"(53.0, 56.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(34.0, 35.0)",{'United-States'},{'<=50K'},HU4AzyUfI81wJXDP2108+Z1kSKoUIBhCaxyyVAm2VTvc8pmt4XUb3pB5VlRL2lfx+KofT80Btli68tSQOkcD6g6KfJuDJMFywh6D8gIq1YSa3yycqbazCLiLLuVhyevQnJ6UGp1UgVJ7W0cE2tUGGeNODBcVlItfwJifWt1cc4Y=
1522,"(53.0, 56.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(34.0, 35.0)",{'United-States'},{'<=50K'},aRqdLgz9jGWt9gXXO+jkCuSVPUP/CWYipZ1weEtDvTUDVvDa2f10mrI11pc7stk4AeD6RU6kmR+7bbrCU7y4fGOLj4HoFObfzzWbO7BwqYXPmfUX/0VmkqhqkHyxedmOoBo0IUsN/nTpS/v6BwP0WwAEpnmZf+LZtON5438OHf4=
1675,"(53.0, 56.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(34.0, 35.0)",{'United-States'},{'<=50K'},AbsKokJQiir/63w4l4l4VT96jovDA9oynGm260E2c08pfIbUeqXuTsOFjGwSUOEIXq6CaLnO7WCsCEP2SlpBGRT5WRg3Ew81ShMT+1ySkt1CkZZ3POk4DvhXIsYj2kQQrM6y7mTaqwUD4OpxjiyuWifEUvNfJ54iEYZo+iRo2Ro=
2024,"(53.0, 56.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(34.0, 35.0)",{'United-States'},{'<=50K'},WzBuV8l2mvnI9mV9DCWgXG7LlrLarJe9rO4YigEhpfHzcris942M3y0cQoI8lePOdw7WEwuHZ5LHUtEyQz09663oOyZml+5/MVdLeW+xfR8nvWeCebaKUWflnbQDA9eKj8/vZRtIM6RNQ+O0DTXgq8GALlzw2rygIq0Pwx+1Dbs=
5999,"(53.0, 56.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(34.0, 35.0)",{'United-States'},{'<=50K'},PnNSLRH9UdwTe23Z5HFi5x4pEcKMtjuJiWG5iYM9Baa3TU6rfOas0JOMXBhHcK2IWdyZK04bg8w07fp16JhcV9c93SOEBcAUeH6WvI2q1Mn+4LJEVz5fhLRe8Ce3avZZVoEH5uXArC//iKiPR8EMFzUJzZkz77gEr02J8b0AJpQ=
169,"(62.0, 64.0)",{'Private'},"(9.0, 11.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 37.0)","{'Germany', 'United-States'}",{'<=50K'},jYpltuZSrTL6A+jNeOpZC2ZU/+a4DjPo4hmR9KnCI84YKr+ocV0Xy0qI5CTbQGjDC6BLTxvhorOVWtVoYqncUB98Vgf32wROpzkmCULRRORY1rzbXlUTAirk4bsL80lwsRJusWjnPq1DVr0vRcLg3S3vdcU7StNVTeN+RiCIAIE=
10283,"(62.0, 64.0)",{'Private'},"(9.0, 11.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 37.0)","{'Germany', 'United-States'}",{'<=50K'},VPeVFQO3hGR4ledGkpoSfp9yl6O7HqWc32lM1yfx/09q7la88Q14ZTULNmsme5rpr+0n+LYZ2MdKR/bgwiDqqF1GiwofriVaT/jE0Aqp8Aln/O95UZ6a5ySSsJWmLSAm5wAVOphdRtBzlwSehrxrgxNGJrR63koUfGoop2MHb8Q=
3692,"(62.0, 64.0)",{'Private'},"(9.0, 11.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 37.0)","{'Germany', 'United-States'}",{'<=50K'},hYtRNcC2DlsUPG+gwutCihUoXh8rjULeg53KutihQs0xzMbWhqGSnaqrAz9UuBYQl4nhWusp3CpbeFNpUzWucDsmsvZKmSTUKXYZRwE8eJ5MdIuwOQhb2+39mh00N+zKK4yrvh1SgWHlUafskO1nQZHU8dXA00Os1A/BrVHUaWg=
4290,"(62.0, 64.0)",{'Private'},"(9.0, 11.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 37.0)","{'Germany', 'United-States'}",{'<=50K'},nHl4Y1HLf56oSB9p6yIqBSAdlXwZ9RR7ZS00+3b6dAmJg9TUwK8Put0y1fNOyeZwi9zL727TrpAkFrBejTu921mojMG0qMkr1h7oc1L4jXdgCc1btnNY2z+Iq8MpZfcbM4izhHN2R/mcFkeqp2HpMCL/J84FVvr8KY4zYzrVU0U=
5408,"(50.0, 51.0)",{'Private'},"(9.0,)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},mESeMbM8TFWeROeGIgIGtguffTvskmqbhBLf5w8kUV8jmLZkP8QmNrW5rTJTqHiY+wDYtUhcMP42GKLnQf13Lf+y3QYnPstIjokP/QYPqhFIfSERMEwfZEdCtoNmXbasCJcxsLeF2fug6NFbbXUsF85K0YxF8qZVakASeukZIOg=
9879,"(50.0, 51.0)",{'Private'},"(9.0,)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},VK6KmNyx2RFEZjpOJo23SlaOcj5FUNlHBfsTRf5GRCfKdtTC1RanKPg+gIhSU2l9TfUtsLJ71KhsV0OzMejE+a2JqigZu95pQIW4V6SbgfXTrNdg2/lEZPxotfkm9YYg4tmKISkhBYv7UZfKExTAw9PfuaJl/tW3qofYmkvTTK0=
291,"(50.0, 51.0)",{'Private'},"(9.0,)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},OFMkjRMSx6yasZwJefAY9QMlSuh4o1OlRd1Avzi2bQH6iPKJjILrfqc0IYFCie0dKH6KzWMRBwQfqkTIouY+rMWW3MSDKBLF+8vX+f/1N+byLXOHtbLj83hEtyuTtEOwc1aqslA8RFwZJn12DdJvP4QkKX2epMdATEja6Gp5XVo=
369,"(50.0, 51.0)",{'Private'},"(9.0,)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},Ipy3Vc5nxi+d66AZxSkhoUAg5n03O4Uoia2LohiQNsWu9bLYhtTUbQ7GN8M4jdt8XH18SlvBvLcQJWZYkoWm5oJylG16rFXJreKRoHjKgNwrI+Q71ITbbXgfM2cyAhs0EtXxz2rlG2xP9gPZTPF/mF/wFYRNe/hsryoJN8mbXiY=
472,"(50.0, 51.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},RJZy5IwcGJ/G2tYX/7sFA4oBn1e4dSrt7PLLsRn0zf/QbmKvPqJ2YIIg0qMmm6yB47ocaeOfTkQxU6Loc5xJKIw4hxOyNkAJRPP/pUGQpYj/21GxlfRoKtMZeStEUuSiN9lHPYwOMjpXxRGcYJgbkwaTBXcO+7yufXBQzCRN+DM=
1581,"(50.0, 51.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},Vs0U5WhsXB4DoNXYl5QmgA+aNqXnzFrhJcUKc5M3IIul2VlV/Drw/tnkElwausnYWwB7RorgyB4pNuD3rbJMl7U68nD+AhnULdqqNhba6RskADDBKsLyILlVqfxTL3rjnzP/pyzkje+KTD7Aaje1zvfd+X0Cc2/yvcxvTgjs9bA=
